LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, 0.270080166, 15, 7, 21, 39, 15
Language_1, Failed
Language_2, 0.19955575, 7, 5, 13, 11, 9
Language_3, Cancelled
Language_4, Failed
Language_5, TimeOut
Language_6, TimeOut
Language_7, Failed
Language_8, Failed
Language_9, Failed
Language_10, Failed
Language_11, 0.001240084, 7, 5, 12, 7, 9
Language_12, 0.112946959, 8, 6, 13, 11, 9
Language_13, Failed
Language_14, Failed
Language_15, TimeOut
Language_16, Failed
Language_17, Failed
Language_18, Failed
Language_19, TimeOut
Language_20, TimeOut
Language_21, Failed
Language_22, 0.014749709, 11, 7, 19, 37, 16
Language_23, 0.002655375, 11, 6, 17, 11, 12
Language_24, TimeOut
Language_25, TimeOut
Language_26, 0.005088333, 11, 7, 20, 21, 15
Language_27, 0.004927834, 10, 8, 17, 26, 13
Language_28, Failed
Language_29, Failed
Language_30, TimeOut
Language_31, Cancelled
Language_32, 1.554856042, 6, 8, 10, 6, 7
Language_33, 0.002261708, 6, 10, 14, 12, 9
Language_34, Failed
Language_35, Failed
Language_36, Failed
Language_37, Failed
Language_38, TimeOut
Language_39, Failed
Language_40, 0.003947291, 7, 7, 11, 39, 10
Language_41, 1.010972834, 12, 8, 17, 17, 13
Language_42, Failed
Language_43, Failed
Language_44, 0.116745083, 13, 8, 19, 17, 11
Language_45, 0.034889709, 5, 4, 8, 11, 7
Language_46, Failed
Language_47, 0.00320375, 12, 9, 18, 17, 13
Language_48, Failed
Language_49, Failed
Language_50, TimeOut
Language_51, 1.117157708, 12, 8, 20, 21, 12
Language_52, TimeOut
Language_53, Failed
Language_54, Failed
Language_55, Failed
Language_56, Failed
Language_57, Failed
Language_58, Failed
Language_59, Failed
Language_60, Failed
Language_61, Failed
Language_62, 0.001886833, 5, 4, 12, 11, 9
Language_63, Failed
Language_64, 0.019943125, 5, 4, 9, 10, 6
Language_65, TimeOut
Language_66, 0.239869917, 11, 8, 18, 27, 13
Language_67, 0.008937875, 8, 11, 20, 27, 16
Language_68, Failed
Language_69, TimeOut
Language_70, TimeOut
Language_71, Failed
Language_72, Failed
Language_73, 0.094996417, 8, 6, 15, 13, 10
Language_74, 0.001316958, 8, 7, 14, 9, 8
Language_75, Failed
Language_76, 0.001936125, 6, 5, 16, 12, 9
Language_77, Failed
Language_78, Failed
Language_79, Failed
Language_80, 0.526727125, 8, 6, 14, 12, 11
Language_81, TimeOut
Language_82, 0.001734125, 6, 4, 11, 12, 11
Language_83, Failed
Language_84, Failed
Language_85, 0.165729958, 6, 3, 9, 6, 8
Language_86, Failed
Language_87, TimeOut
Language_88, 19.17773275, 5, 5, 11, 9, 8
Language_89, Failed
Language_90, 0.047785042, 7, 8, 22, 14, 9
Language_91, 0.001022917, 6, 5, 12, 10, 9
Language_92, TimeOut
Language_93, TimeOut
Language_94, 4.426524917, 5, 4, 9, 5, 5
Language_95, Failed
Language_96, Failed
Language_97, Failed
Language_98, 0.0598215, 6, 3, 9, 6, 6
Language_99, 0.01012175, 6, 5, 10, 6, 6

, 0.91379267, 8.09375, 6.28125, 14.375, 15.375, 10.125, 32
