LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, TimeOut
Language_1, TimeOut
Language_2, Failed
Language_3, Failed
Language_4, Failed
Language_5, Failed
Language_6, TimeOut
Language_7, TimeOut
Language_8, TimeOut
Language_9, Failed
Language_10, TimeOut
Language_11, Failed
Language_12, Failed
Language_13, TimeOut
Language_14, Failed
Language_15, TimeOut
Language_16, Failed
Language_17, Failed
Language_18, TimeOut
Language_19, TimeOut
Language_20, Failed
Language_21, TimeOut
Language_22, TimeOut
Language_23, Failed
Language_24, TimeOut
Language_25, Cancelled
Language_26, Failed
Language_27, TimeOut
Language_28, Failed
Language_29, TimeOut
Language_30, Failed
Language_31, TimeOut
Language_32, TimeOut
Language_33, TimeOut
Language_34, Failed
Language_35, TimeOut
Language_36, TimeOut
Language_37, TimeOut
Language_38, TimeOut
Language_39, Failed
Language_40, TimeOut
Language_41, Failed
Language_42, Failed
Language_43, Failed
Language_44, TimeOut
Language_45, Failed
Language_46, Failed
Language_47, Failed
Language_48, TimeOut
Language_49, TimeOut
Language_50, TimeOut
Language_51, Failed
Language_52, TimeOut
Language_53, Failed
Language_54, TimeOut
Language_55, Failed
Language_56, Failed
Language_57, TimeOut
Language_58, TimeOut
Language_59, TimeOut
Language_60, TimeOut
Language_61, TimeOut
Language_62, Failed
Language_63, Failed
Language_64, 0.013153792, 12, 7, 31, 17, 19
Language_65, Failed
Language_66, TimeOut
Language_67, Failed
Language_68, Failed
Language_69, TimeOut
Language_70, Failed
Language_71, Failed
Language_72, Failed
Language_73, TimeOut
Language_74, TimeOut
Language_75, TimeOut
Language_76, Failed
Language_77, TimeOut
Language_78, Failed
Language_79, TimeOut
Language_80, Failed
Language_81, TimeOut
Language_82, Failed
Language_83, TimeOut
Language_84, Failed
Language_85, Failed
Language_86, Failed
Language_87, Failed
Language_88, Failed
Language_89, Failed
Language_90, Failed
Language_91, Failed
Language_92, TimeOut
Language_93, TimeOut
Language_94, TimeOut
Language_95, TimeOut
Language_96, Failed
Language_97, Failed
Language_98, TimeOut
Language_99, Failed

, 0.013153792, 12.0, 7.0, 31.0, 17.0, 19.0, 1
