LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, TimeOut
Language_1, Failed
Language_2, TimeOut
Language_3, TimeOut
Language_4, 0.010219542, 10, 6, 23, 14, 16
Language_5, TimeOut
Language_6, TimeOut
Language_7, Failed
Language_8, Failed
Language_9, Cancelled
Language_10, TimeOut
Language_11, TimeOut
Language_12, Failed
Language_13, TimeOut
Language_14, TimeOut
Language_15, Failed
Language_16, TimeOut
Language_17, Failed
Language_18, TimeOut
Language_19, Failed
Language_20, Failed
Language_21, TimeOut
Language_22, Failed
Language_23, TimeOut
Language_24, Failed
Language_25, Failed
Language_26, Failed
Language_27, TimeOut
Language_28, Failed
Language_29, Failed
Language_30, Failed
Language_31, Failed
Language_32, TimeOut
Language_33, Failed
Language_34, Failed
Language_35, TimeOut
Language_36, TimeOut
Language_37, Failed
Language_38, TimeOut
Language_39, TimeOut
Language_40, TimeOut
Language_41, TimeOut
Language_42, TimeOut
Language_43, TimeOut
Language_44, TimeOut
Language_45, Failed
Language_46, TimeOut
Language_47, Failed
Language_48, Cancelled
Language_49, TimeOut
Language_50, TimeOut
Language_51, Failed
Language_52, TimeOut
Language_53, Failed
Language_54, TimeOut
Language_55, TimeOut
Language_56, TimeOut
Language_57, TimeOut
Language_57, 300.011883583, 2428, 106, 1932, 398, 602
Language_58, Failed
Language_59, TimeOut
Language_60, TimeOut
Language_61, Failed
Language_62, 0.012081666, 8, 6, 23, 33, 19
Language_63, TimeOut
Language_64, TimeOut
Language_65, TimeOut
Language_66, TimeOut
Language_67, Failed
Language_68, Failed
Language_69, Failed
Language_70, Failed
Language_71, Failed
Language_72, Failed
Language_73, TimeOut
Language_74, Failed
Language_75, TimeOut
Language_76, Failed
Language_77, TimeOut
Language_78, Failed
Language_79, Failed
Language_80, Cancelled
Language_81, Failed
Language_82, TimeOut
Language_83, 4.904982084, 9, 4, 22, 24, 16
Language_84, Failed
Language_85, TimeOut
Language_86, Failed
Language_87, TimeOut
Language_88, Failed
Language_89, Failed
Language_90, TimeOut
Language_91, TimeOut
Language_92, TimeOut
Language_93, TimeOut
Language_94, Failed
Language_95, TimeOut
Language_96, Failed
Language_97, TimeOut
Language_98, Failed
Language_99, TimeOut

, 76.234795, 613.75, 30.5, 500.0, 117.25, 163.25, 4
