LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, 0.0002825, 3, 0, 2, 1, 1
Language_1, 0.130421208, 46, 16, 54, 96, 15
Language_2, 0.004723792, 11, 8, 17, 27, 6
Language_3, 0.002696542, 14, 7, 17, 12, 6
Language_4, 0.003754375, 14, 7, 16, 14, 6
Language_5, 0.035209, 30, 11, 33, 37, 12
Language_6, 0.000759834, 6, 4, 7, 7, 5
Language_7, 0.080289625, 35, 15, 50, 66, 12
Language_8, 0.034532209, 26, 11, 38, 77, 9
Language_9, 0.018938625, 25, 11, 40, 35, 9
Language_10, 0.003319208, 21, 10, 23, 7, 6
Language_11, 0.589779041, 46, 23, 107, 196, 12
Language_12, 0.000333542, 4, 2, 4, 2, 3
Language_13, 0.000462458, 7, 3, 7, 5, 4
Language_14, 0.091354625, 22, 13, 32, 152, 9
Language_15, 0.00065775, 6, 3, 6, 8, 4
Language_16, 0.218744792, 73, 19, 75, 131, 15
Language_17, 0.027586125, 27, 11, 34, 33, 9
Language_18, 0.00029375, 4, 2, 3, 3, 3
Language_19, 0.040430084, 29, 11, 35, 27, 12
Language_20, 0.009054959, 21, 10, 22, 23, 9
Language_21, 0.000452417, 6, 3, 6, 5, 4
Language_22, 0.000640417, 7, 3, 7, 10, 4
Language_23, 0.27787125, 49, 15, 57, 135, 15
Language_24, 0.016504917, 29, 11, 31, 29, 12
Language_25, 0.157462791, 59, 17, 59, 98, 15
Language_26, 0.000392167, 4, 2, 4, 4, 3
Language_27, 0.000596541, 7, 3, 8, 6, 4
Language_28, 0.0027265, 13, 7, 15, 17, 4
Language_29, 0.000200625, 3, 1, 3, 5, 3
Language_30, 0.024073291, 21, 13, 27, 54, 9
Language_31, 0.001938417, 13, 8, 16, 5, 6
Language_32, 0.004939875, 14, 7, 20, 24, 6
Language_33, 0.001427, 10, 5, 12, 13, 6
Language_34, 0.076171208, 46, 15, 48, 103, 8
Language_35, 0.011840916, 14, 11, 29, 29, 6
Language_36, 0.0405665, 46, 21, 79, 18, 8
Language_37, 0.000408917, 4, 2, 5, 4, 3
Language_38, 0.003681167, 19, 11, 24, 8, 6
Language_39, 0.000195459, 3, 1, 4, 3, 3
Language_40, 0.000424375, 6, 3, 7, 5, 4
Language_41, 0.000203041, 4, 2, 4, 2, 3
Language_42, 0.003788666, 22, 10, 23, 11, 9
Language_43, 0.000169583, 3, 0, 2, 1, 1
Language_44, 0.000406291, 4, 3, 5, 6, 4
Language_45, 0.015586625, 19, 10, 27, 20, 9
Language_46, 0.009102083, 14, 9, 19, 18, 6
Language_47, 0.000437834, 7, 3, 6, 3, 4
Language_48, 0.000227417, 4, 3, 4, 4, 3
Language_49, 0.001681833, 11, 6, 12, 14, 6
Language_50, 0.000131166, 3, 1, 2, 1, 2
Language_51, 0.000149875, 3, 1, 3, 2, 2
Language_52, 0.050529, 39, 15, 41, 59, 15
Language_53, 0.000330875, 4, 2, 4, 4, 3
Language_54, 0.010455667, 22, 10, 23, 26, 9
Language_55, 0.003510083, 14, 8, 17, 17, 6
Language_56, 0.007418375, 22, 9, 23, 18, 9
Language_57, 0.000345541, 4, 2, 4, 2, 3
Language_58, 0.000204917, 4, 2, 4, 3, 3
Language_59, 0.004158125, 13, 9, 20, 14, 6
Language_60, 0.000649542, 7, 3, 7, 6, 4
Language_61, 0.000191084, 4, 2, 4, 2, 2
Language_62, 0.076429375, 38, 18, 40, 97, 10
Language_63, 0.008286791, 12, 7, 22, 35, 6
Language_64, 0.000797625, 7, 3, 8, 7, 4
Language_65, 0.007806, 12, 7, 19, 25, 6
Language_66, 0.005625917, 22, 9, 23, 16, 9
Language_67, 0.000489917, 6, 4, 6, 4, 4
Language_68, 0.0004275, 6, 3, 6, 3, 3
Language_69, 0.109381458, 38, 14, 56, 84, 12
Language_70, 0.03721225, 28, 12, 32, 36, 12
Language_71, 0.021297167, 27, 11, 37, 35, 9
Language_72, 0.127544167, 44, 16, 60, 88, 12
Language_73, 0.006607125, 22, 11, 22, 18, 9
Language_74, 0.006470125, 21, 9, 20, 11, 9
Language_75, 0.000420791, 4, 2, 5, 4, 3
Language_76, 0.082821459, 48, 15, 53, 65, 15
Language_77, 0.000534375, 7, 3, 6, 5, 4
Language_78, 0.000396125, 7, 4, 7, 3, 4
Language_79, 0.000630416, 7, 4, 8, 7, 5
Language_80, 0.000180375, 4, 2, 4, 2, 2
Language_81, 0.007752458, 21, 10, 22, 20, 9
Language_82, 0.000295917, 3, 0, 4, 3, 3
Language_83, 0.001150167, 10, 6, 10, 10, 5
Language_84, 0.000552709, 6, 4, 8, 6, 5
Language_85, 0.154007291, 29, 16, 59, 93, 12
Language_86, 0.02779675, 23, 12, 40, 37, 9
Language_87, 0.111449166, 85, 29, 86, 54, 18
Language_88, 0.0821635, 24, 19, 45, 85, 9
Language_89, 0.000463292, 7, 4, 5, 5, 4
Language_90, 0.000111375, 3, 0, 2, 1, 1
Language_91, 0.000284834, 4, 3, 5, 3, 3
Language_92, 0.000300875, 4, 2, 4, 4, 3
Language_93, 0.000143625, 4, 2, 3, 2, 2
Language_94, 0.003515791, 22, 10, 22, 8, 9
Language_95, 0.00069425, 6, 3, 7, 11, 5
Language_96, 0.022970792, 25, 12, 37, 44, 9
Language_97, 0.025417, 22, 12, 32, 42, 9
Language_98, 0.058794541, 37, 13, 44, 46, 12
Language_99, 0.007290709, 13, 9, 22, 19, 6

, 0.030243304, 17.78, 7.86, 22.28, 28.05, 6.76, 100
