LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, 0.327230458, 22, 9, 23, 7, 6
Language_1, 0.024313042, 13, 8, 15, 11, 4
Language_2, 0.002429083, 3, 0, 2, 2, 2
Language_3, 0.001195458, 3, 0, 2, 2, 2
Language_4, 0.003403291, 6, 4, 5, 4, 3
Language_5, 0.012398917, 13, 8, 15, 6, 4
Language_6, 0.035113041, 21, 10, 21, 16, 6
Language_7, 0.009854209, 13, 8, 17, 11, 4
Language_8, 0.001775875, 4, 2, 4, 3, 2
Language_9, 0.003416042, 7, 3, 6, 4, 3
Language_10, 0.000975334, 3, 0, 3, 3, 2
Language_11, 0.009886708, 13, 7, 17, 7, 4
Language_12, 0.001207708, 6, 3, 4, 3, 3
Language_13, 0.013270667, 13, 7, 17, 11, 4
Language_14, 0.013283667, 13, 8, 15, 12, 4
Language_15, 0.001753709, 3, 0, 2, 2, 2
Language_16, 0.000712334, 3, 1, 2, 2, 2
Language_17, 0.001566208, 3, 0, 2, 1, 1
Language_18, 0.012687167, 13, 7, 14, 14, 4
Language_19, 0.001382292, 4, 2, 4, 3, 2
Language_20, 0.010084917, 13, 7, 14, 10, 4
Language_21, 0.012285083, 13, 7, 14, 13, 4
Language_22, 0.001079083, 3, 0, 2, 1, 1
Language_23, 0.012019541, 21, 10, 23, 6, 6
Language_24, 0.023271167, 21, 9, 22, 16, 6
Language_25, 0.008727833, 13, 7, 15, 13, 4
Language_26, 0.007127208, 13, 7, 15, 12, 4
Language_27, 0.016120542, 21, 9, 25, 17, 6
Language_28, 0.000592208, 3, 1, 3, 3, 2
Language_29, 0.007155167, 13, 8, 16, 13, 4
Language_30, 0.006149709, 13, 8, 15, 10, 4
Language_31, 0.000833375, 6, 3, 5, 3, 3
Language_32, 0.003806, 13, 7, 15, 5, 4
Language_33, 0.003871916, 13, 7, 14, 5, 4
Language_34, 0.000529708, 3, 1, 3, 2, 2
Language_35, 0.000350667, 3, 0, 2, 2, 2
Language_36, 0.007214625, 21, 9, 20, 8, 6
Language_37, 0.000546333, 3, 1, 3, 3, 2
Language_38, 0.012822833, 21, 9, 21, 15, 6
Language_39, 0.00031525, 3, 1, 2, 2, 2
Language_40, 0.000274959, 3, 0, 2, 1, 1
Language_41, 0.001009792, 6, 3, 6, 5, 3
Language_42, 0.020899458, 21, 9, 23, 28, 6
Language_43, 0.006168875, 13, 7, 15, 10, 4
Language_44, 0.002724458, 7, 3, 6, 4, 3
Language_45, 0.001229792, 3, 1, 3, 2, 2
Language_46, 0.0070005, 13, 7, 16, 14, 4
Language_47, 0.0053415, 13, 7, 17, 9, 4
Language_48, 0.00085675, 3, 1, 3, 2, 2
Language_49, 0.000748791, 6, 4, 5, 3, 3
Language_50, 0.017167542, 21, 9, 23, 19, 6
Language_51, 0.001525708, 3, 0, 3, 3, 2
Language_52, 0.001577542, 6, 3, 6, 4, 3
Language_53, 0.011145167, 21, 10, 21, 6, 6
Language_54, 0.000920292, 3, 1, 3, 3, 2
Language_55, 0.007042458, 13, 8, 15, 11, 4
Language_56, 0.000836208, 3, 0, 2, 1, 1
Language_57, 0.007891417, 13, 7, 15, 11, 4
Language_58, 0.005982542, 13, 7, 18, 7, 4
Language_59, 0.0154495, 21, 10, 21, 15, 6
Language_60, 0.007193084, 13, 7, 17, 14, 4
Language_61, 0.000534083, 3, 0, 2, 1, 1
Language_62, 0.000978, 3, 1, 3, 2, 2
Language_63, 0.009324125, 21, 9, 25, 6, 6
Language_64, 0.005043416, 13, 7, 16, 7, 4
Language_65, 0.00096575, 6, 3, 5, 4, 3
Language_66, 0.000946833, 6, 4, 5, 3, 3
Language_67, 0.006786666, 13, 7, 15, 15, 4
Language_68, 0.003482375, 13, 7, 15, 5, 4
Language_69, 0.016608875, 21, 10, 21, 21, 6
Language_70, 0.004540416, 13, 7, 15, 11, 4
Language_71, 0.00731775, 22, 9, 22, 7, 6
Language_72, 0.007727292, 22, 9, 22, 8, 6
Language_73, 0.000298458, 3, 0, 2, 2, 2
Language_74, 0.01110175, 21, 9, 22, 21, 6
Language_75, 0.000697875, 6, 3, 5, 4, 3
Language_76, 0.00021875, 3, 1, 2, 2, 2
Language_77, 0.00674575, 13, 8, 18, 11, 4
Language_78, 0.001814, 3, 1, 3, 2, 2
Language_79, 0.000357833, 3, 1, 2, 2, 2
Language_80, 0.002175041, 6, 4, 5, 4, 3
Language_81, 0.002274834, 6, 3, 5, 3, 3
Language_82, 0.01204725, 22, 9, 23, 15, 6
Language_83, 0.015862833, 21, 10, 21, 15, 6
Language_84, 0.006660625, 13, 8, 15, 11, 4
Language_85, 0.017491375, 21, 9, 21, 16, 6
Language_86, 0.001491416, 7, 3, 7, 5, 3
Language_87, 0.004463125, 13, 7, 15, 11, 4
Language_88, 0.007929709, 22, 9, 24, 6, 6
Language_89, 0.003844584, 13, 7, 16, 5, 4
Language_90, 0.007031459, 13, 7, 18, 14, 4
Language_91, 0.000427083, 3, 0, 2, 1, 1
Language_92, 0.000284125, 3, 0, 2, 2, 2
Language_93, 0.000148584, 3, 0, 2, 1, 1
Language_94, 0.000224125, 3, 0, 2, 1, 1
Language_95, 0.000385375, 3, 0, 2, 2, 2
Language_96, 0.000337041, 3, 0, 3, 2, 2
Language_97, 0.000511916, 4, 2, 4, 2, 2
Language_98, 0.000339583, 3, 1, 2, 2, 2
Language_99, 0.000199833, 3, 0, 2, 1, 1

, 0.009053647, 10.23, 4.77, 10.9, 7.08, 3.47, 100
