LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, 0.001194541, 8, 5, 10, 11, 6
Language_1, 0.000207292, 4, 2, 4, 4, 3
Language_2, 0.027695542, 34, 14, 43, 31, 12
Language_3, 0.00099375, 8, 3, 9, 6, 5
Language_4, Failed
Language_5, 0.371466333, 48, 20, 65, 115, 20
Language_6, 0.21717825, 35, 13, 45, 17, 16
Language_7, Failed
Language_8, 11.636544834, 201, 31, 191, 743, 32
Language_9, 0.036485875, 22, 9, 24, 10, 9
Language_10, 0.260123333, 55, 17, 67, 117, 20
Language_11, 0.008683166, 14, 8, 20, 24, 8
Language_12, 0.001081958, 4, 4, 6, 7, 4
Language_13, 0.002122625, 10, 5, 12, 18, 7
Language_14, 0.000697416, 7, 3, 7, 7, 6
Language_15, 0.047802041, 15, 8, 21, 19, 8
Language_16, 0.112584916, 21, 12, 40, 104, 12
Language_17, 0.008921208, 23, 10, 26, 7, 12
Language_18, 0.000854583, 7, 4, 9, 6, 6
Language_19, Failed
Language_20, 0.030792583, 14, 8, 20, 17, 8
Language_21, 0.007040667, 16, 7, 22, 14, 8
Language_22, 0.000306542, 4, 2, 3, 3, 3
Language_23, 0.060676542, 28, 12, 30, 39, 16
Language_24, 0.000475917, 4, 2, 4, 4, 4
Language_25, 0.045481208, 21, 12, 36, 24, 12
Language_26, 0.001005583, 8, 4, 9, 6, 5
Language_27, 0.022890291, 19, 10, 29, 58, 9
Language_28, 0.365355791, 43, 27, 102, 92, 12
Language_29, 0.115202875, 24, 11, 35, 66, 12
Language_30, 0.001220208, 8, 3, 10, 10, 6
Language_31, 0.011535458, 19, 9, 24, 32, 12
Language_32, 0.005644458, 14, 8, 21, 9, 8
Language_33, 0.682234167, 67, 20, 80, 151, 20
Language_34, 0.001727292, 6, 5, 8, 7, 5
Language_35, 0.041881125, 21, 9, 31, 30, 12
Language_36, 0.016452792, 14, 8, 20, 11, 8
Language_37, 0.000561542, 4, 2, 4, 4, 3
Language_38, 0.000951625, 7, 5, 10, 7, 5
Language_39, 0.750105042, 36, 18, 60, 80, 16
Language_40, 0.009264708, 13, 9, 20, 28, 6
Language_41, 0.244206125, 53, 22, 78, 45, 24
Language_42, 0.000357, 4, 2, 4, 3, 3
Language_43, 0.070173083, 26, 11, 39, 68, 12
Language_44, 0.03394775, 28, 11, 35, 35, 12
Language_45, 0.016063542, 22, 11, 25, 21, 12
Language_46, 0.000816834, 5, 3, 8, 4, 4
Language_47, 0.000676708, 8, 4, 7, 7, 5
Language_48, 0.019455334, 21, 10, 25, 8, 12
Language_49, 0.002366916, 8, 5, 13, 15, 8
Language_50, 0.261606875, 28, 13, 39, 20, 16
Language_51, 0.051879, 27, 11, 35, 43, 12
Language_52, 0.156913791, 20, 16, 43, 88, 12
Language_53, Failed
Language_54, 0.076707584, 29, 11, 42, 59, 12
Language_55, 0.009622792, 15, 7, 19, 13, 8
Language_56, 0.021454334, 31, 15, 38, 16, 9
Language_57, 0.669114083, 21, 12, 30, 56, 12
Language_58, 0.051701209, 28, 15, 37, 35, 12
Language_59, 0.000229875, 3, 1, 2, 2, 2
Language_60, 1.905588583, 39, 17, 47, 44, 20
Language_61, 0.004404375, 13, 7, 15, 5, 4
Language_62, 0.365251125, 54, 19, 68, 120, 20
Language_63, 0.000640792, 4, 3, 5, 6, 3
Language_64, 0.162554958, 37, 13, 45, 108, 16
Language_65, 0.001138791, 8, 4, 8, 7, 5
Language_66, 0.029725625, 23, 10, 28, 25, 12
Language_67, 0.438638292, 36, 13, 52, 109, 16
Language_68, 0.000578291, 4, 3, 6, 6, 4
Language_69, 0.000461125, 5, 3, 6, 4, 4
Language_70, 0.095925167, 35, 18, 46, 54, 16
Language_71, 0.002821667, 10, 6, 16, 16, 9
Language_72, 0.000197167, 3, 0, 2, 1, 1
Language_73, 0.000398666, 4, 3, 5, 4, 3
Language_74, 0.00669675, 19, 9, 23, 11, 12
Language_75, 0.03449575, 22, 9, 25, 13, 12
Language_76, 0.001542834, 7, 4, 9, 12, 5
Language_77, 0.000520375, 4, 2, 5, 5, 4
Language_78, 0.09398425, 47, 17, 64, 32, 16
Language_79, 3.691075, 201, 34, 206, 234, 24
Language_80, 0.000877417, 7, 4, 8, 8, 6
Language_81, 0.084807292, 30, 15, 36, 30, 16
Language_82, 5.905128833, 52, 27, 99, 477, 16
Language_83, 0.000785792, 5, 2, 6, 6, 4
Language_84, 0.000645125, 5, 3, 6, 6, 4
Language_85, 0.02144325, 22, 17, 32, 27, 9
Language_86, Failed
Language_87, 0.019177958, 14, 8, 19, 6, 8
Language_88, 0.021760375, 19, 10, 27, 31, 12
Language_89, 0.095923375, 29, 11, 44, 85, 9
Language_90, 0.001357459, 6, 4, 10, 5, 5
Language_91, 0.012417125, 23, 10, 24, 21, 12
Language_92, 0.03636575, 28, 13, 33, 46, 12
Language_93, 0.00056325, 4, 2, 5, 4, 4
Language_94, 0.011747875, 22, 10, 24, 26, 12
Language_95, 1.46820875, 84, 28, 103, 233, 24
Language_96, 0.026241041, 16, 7, 21, 20, 10
Language_97, 0.000613208, 3, 2, 4, 4, 3
Language_98, 0.045470083, 22, 10, 23, 13, 12
Language_99, 0.313951833, 46, 15, 72, 102, 12

, 0.33154592, 24.157894, 9.8, 31.294737, 46.757896, 10.094737, 95
