LangName ,  TimeElapsed  , totalEqQueries , LongestCELength, rows, columns, #States
Language_0, 1.6916495, 7, 3, 13, 16, 10
Language_1, Failed
Language_2, Cancelled
Language_3, Failed
Language_4, TimeOut
Language_5, TimeOut
Language_6, Failed
Language_7, Failed
Language_8, TimeOut
Language_9, Failed
Language_10, Failed
Language_11, TimeOut
Language_12, Failed
Language_13, TimeOut
Language_14, TimeOut
Language_15, TimeOut
Language_16, TimeOut
Language_17, Failed
Language_18, TimeOut
Language_19, Failed
Language_20, TimeOut
Language_21, Failed
Language_22, TimeOut
Language_23, TimeOut
Language_24, TimeOut
Language_25, Failed
Language_26, TimeOut
Language_26, 300.015146792, 3207, 127, 2148, 475, 410
Language_27, TimeOut
Language_28, TimeOut
Language_29, TimeOut
Language_30, Failed
Language_31, TimeOut
Language_32, Failed
Language_33, TimeOut
Language_34, Failed
Language_35, TimeOut
Language_36, Failed
Language_37, Failed
Language_38, TimeOut
Language_39, Failed
Language_40, Failed
Language_41, TimeOut
Language_42, TimeOut
Language_43, TimeOut
Language_44, Failed
Language_45, Failed
Language_46, TimeOut
Language_47, Failed
Language_48, TimeOut
Language_49, Failed
Language_50, TimeOut
Language_51, TimeOut
Language_52, Failed
Language_53, TimeOut
Language_54, TimeOut
Language_55, TimeOut
Language_56, TimeOut
Language_57, TimeOut
Language_58, TimeOut
Language_59, Failed
Language_60, Cancelled
Language_61, TimeOut
Language_62, Failed
Language_63, TimeOut
Language_64, Failed
Language_65, TimeOut
Language_66, TimeOut
Language_67, TimeOut
Language_68, Failed
Language_69, TimeOut
Language_70, TimeOut
Language_71, Failed
Language_72, Failed
Language_73, Failed
Language_74, TimeOut
Language_75, Failed
Language_76, Failed
Language_77, Failed
Language_78, TimeOut
Language_79, Failed
Language_80, TimeOut
Language_81, Failed
Language_82, Failed
Language_83, Failed
Language_84, Failed
Language_85, TimeOut
Language_86, Failed
Language_87, Failed
Language_88, TimeOut
Language_89, Failed
Language_90, TimeOut
Language_91, TimeOut
Language_92, Failed
Language_93, Failed
Language_94, Failed
Language_95, TimeOut
Language_96, TimeOut
Language_97, Failed
Language_98, TimeOut
Language_99, TimeOut

, 150.8534, 1607.0, 65.0, 1080.5, 245.5, 210.0, 2
