Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 3.970552921295166, 3, 5, 27, 1, 6, 3.9501681327819824, 1.3167227109273274, 4.5
Language_1, 2.5100340843200684, 2, 2, 16, 3, 6, 2.4468390941619873, 1.2234195470809937, 2.0
Language_2, 5.030400991439819, 4, 5, 31, 1, 6, 5.011872053146362, 1.2529680132865906, 4.666666666666667
Language_3, 3.698247194290161, 3, 4, 24, 2, 6, 3.6785781383514404, 1.2261927127838135, 3.5
Language_4, 2.4742441177368164, 2, 3, 19, 2, 6, 2.4549520015716553, 1.2274760007858276, 3.0
Language_5, 4.354645013809204, 3, 4, 26, 2, 6, 4.334072589874268, 1.4446908632914226, 4.0
Language_6, 3.6421568393707275, 3, 5, 21, 2, 6, 3.622299909591675, 1.2074333031972249, 3.5
Language_7, 3.729116916656494, 3, 5, 23, 2, 6, 3.709470510482788, 1.2364901701609294, 4.5
Language_8, 3.7376561164855957, 3, 4, 25, 1, 6, 3.718329429626465, 1.2394431432088215, 4.0
Language_9, 3.714578151702881, 3, 4, 23, 2, 6, 3.6949000358581543, 1.2316333452860515, 3.5
Language_10, 4.905035972595215, 4, 4, 31, 3, 6, 4.87462592124939, 1.2186564803123474, 3.0
Language_11, 2.4620959758758545, 2, 3, 18, 2, 6, 2.4437732696533203, 1.2218866348266602, 3.0
Language_12, 7.465216159820557, 6, 5, 44, 2, 6, 7.43019437789917, 1.2383657296498616, 4.2
Language_13, 6.068702936172485, 5, 6, 38, 2, 6, 6.043498992919922, 1.2086997985839845, 4.75
Language_14, 4.8412559032440186, 4, 8, 30, 2, 6, 4.802807331085205, 1.2007018327713013, 5.333333333333333
Language_15, 3.6777238845825195, 3, 10, 24, 1, 6, 3.6586599349975586, 1.2195533116658528, 9.0
Language_16, 3.6860358715057373, 3, 5, 24, 4, 6, 3.6617658138275146, 1.2205886046091716, 4.5
Language_17, 1.2098228931427002, 1, 0, 10, 1, 6, 1.2018978595733643, 1.2018978595733643, 0
Language_18, 4.950699090957642, 4, 7, 35, 1, 6, 4.926230192184448, 1.231557548046112, 5.333333333333333
Language_19, 2.466160297393799, 2, 6, 20, 1, 6, 2.4487407207489014, 1.2243703603744507, 6.0
Language_20, 2.435213088989258, 2, 4, 19, 1, 6, 2.4178662300109863, 1.2089331150054932, 4.0
Language_21, 3.6589601039886475, 3, 6, 25, 2, 6, 3.6381490230560303, 1.2127163410186768, 5.0
Language_22, 4.989602088928223, 4, 5, 34, 3, 6, 4.959324836730957, 1.2398312091827393, 3.6666666666666665
Language_23, 2.4427390098571777, 2, 3, 19, 2, 6, 2.428189516067505, 1.2140947580337524, 3.0
Language_24, 4.993743896484375, 4, 7, 30, 3, 6, 4.96613073348999, 1.2415326833724976, 5.0
Language_25, 2.4471240043640137, 2, 4, 18, 1, 6, 2.4298927783966064, 1.2149463891983032, 4.0
Language_26, 2.4228248596191406, 2, 4, 18, 1, 6, 2.4057838916778564, 1.2028919458389282, 4.0
Language_27, 2.4168851375579834, 2, 3, 18, 2, 6, 2.4027130603790283, 1.2013565301895142, 3.0
Language_28, 4.898991107940674, 4, 5, 29, 3, 6, 4.8782453536987305, 1.2195613384246826, 4.0
Language_29, 2.468031167984009, 2, 4, 18, 2, 6, 2.450500726699829, 1.2252503633499146, 4.0
Language_30, 2.4934308528900146, 2, 3, 18, 2, 6, 2.474915027618408, 1.237457513809204, 3.0
Language_31, 3.61159086227417, 3, 4, 21, 2, 6, 3.596195936203003, 1.1987319787343342, 3.5
Language_32, 8.845746040344238, 7, 6, 57, 1, 6, 8.8015456199646, 1.2573636599949427, 4.0
Language_33, 2.4368300437927246, 2, 5, 17, 1, 6, 2.4194931983947754, 1.2097465991973877, 5.0
Language_34, 2.548043966293335, 2, 6, 18, 1, 6, 2.5304410457611084, 1.2652205228805542, 6.0
Language_35, 3.6789450645446777, 3, 6, 28, 2, 6, 3.65606689453125, 1.21868896484375, 4.5
Language_36, 3.6966681480407715, 3, 4, 28, 2, 6, 3.6756367683410645, 1.2252122561136882, 4.0
Language_37, 3.6644809246063232, 3, 8, 24, 1, 6, 3.6493401527404785, 1.2164467175801594, 5.5
Language_38, 2.451078176498413, 2, 3, 18, 2, 6, 2.432244062423706, 1.216122031211853, 3.0
Language_39, 3.571834087371826, 3, 5, 21, 1, 5, 3.563471794128418, 1.1878239313761394, 4.5
Language_40, 2.4504330158233643, 2, 3, 18, 2, 6, 2.4316608905792236, 1.2158304452896118, 3.0
Language_41, 2.54190993309021, 2, 4, 19, 2, 6, 2.522860288619995, 1.2614301443099976, 4.0
Language_42, 3.695366859436035, 3, 4, 24, 2, 6, 3.6793887615203857, 1.2264629205067952, 4.0
Language_43, 8.611278057098389, 7, 5, 57, 3, 6, 8.543550491333008, 1.2205072130475725, 4.166666666666667
Language_44, 2.4582667350769043, 2, 3, 18, 2, 6, 2.440305233001709, 1.2201526165008545, 3.0
Language_45, 2.463066816329956, 2, 4, 19, 2, 6, 2.448435068130493, 1.2242175340652466, 4.0
Language_46, 2.446101188659668, 2, 4, 18, 1, 6, 2.4290642738342285, 1.2145321369171143, 4.0
Language_47, 4.934652090072632, 4, 5, 35, 2, 6, 4.906528949737549, 1.2266322374343872, 4.0
Language_48, 3.6301257610321045, 3, 5, 24, 2, 6, 3.6086089611053467, 1.2028696537017822, 5.0
Language_49, 4.999740123748779, 4, 4, 36, 3, 6, 4.968994140625, 1.24224853515625, 3.6666666666666665
Language_50, 3.6371278762817383, 3, 3, 23, 2, 6, 3.616271734237671, 1.205423911412557, 3.0
Language_51, 2.4486069679260254, 2, 3, 18, 1, 6, 2.431394100189209, 1.2156970500946045, 3.0
Language_52, 3.6919760704040527, 3, 7, 27, 2, 6, 3.6710381507873535, 1.2236793835957844, 6.0
Language_53, 3.757611036300659, 3, 9, 22, 2, 6, 3.736949920654297, 1.2456499735514324, 6.0
Language_54, 3.636298179626465, 3, 4, 27, 2, 6, 3.613553524017334, 1.2045178413391113, 4.0
Language_55, 2.4073429107666016, 2, 4, 17, 1, 6, 2.3901870250701904, 1.1950935125350952, 4.0
Language_56, 3.7139289379119873, 3, 6, 24, 2, 6, 3.6934502124786377, 1.2311500708262126, 5.5
Language_57, 3.748392105102539, 3, 8, 22, 2, 6, 3.7278037071228027, 1.2426012357076008, 6.0
Language_58, 3.6506710052490234, 3, 5, 23, 3, 6, 3.6295652389526367, 1.209855079650879, 4.0
Language_59, 2.409611940383911, 2, 4, 19, 1, 6, 2.392224073410034, 1.196112036705017, 4.0
Language_60, 2.4575560092926025, 2, 7, 20, 1, 6, 2.4445688724517822, 1.2222844362258911, 7.0
Language_61, 4.867219924926758, 4, 6, 32, 1, 6, 4.844938516616821, 1.2112346291542053, 4.333333333333333
Language_62, 3.699993848800659, 3, 5, 28, 1, 6, 3.6790292263031006, 1.226343075434367, 4.5
Language_63, 7.546833038330078, 6, 6, 47, 3, 6, 7.497209787368774, 1.2495349645614624, 4.6
Language_64, 2.4909067153930664, 2, 3, 19, 2, 6, 2.4735734462738037, 1.2367867231369019, 3.0
Language_65, 3.7564570903778076, 3, 3, 26, 2, 6, 3.7357900142669678, 1.2452633380889893, 2.5
Language_66, 3.710552930831909, 3, 4, 27, 2, 6, 3.688326358795166, 1.2294421195983887, 3.5
Language_67, 6.1177897453308105, 5, 7, 42, 2, 6, 6.08067512512207, 1.216135025024414, 4.75
Language_68, 2.4033732414245605, 2, 3, 16, 2, 6, 2.390629291534424, 1.195314645767212, 3.0
Language_69, 2.445499897003174, 2, 4, 18, 1, 6, 2.4291083812713623, 1.2145541906356812, 4.0
Language_70, 2.390153169631958, 2, 4, 14, 2, 6, 2.37361216545105, 1.186806082725525, 4.0
Language_71, 3.7060890197753906, 3, 6, 27, 2, 6, 3.6847100257873535, 1.2282366752624512, 5.0
Language_72, 2.4577858448028564, 2, 5, 18, 1, 6, 2.4405181407928467, 1.2202590703964233, 5.0
Language_73, 2.440873861312866, 2, 4, 18, 2, 6, 2.423258066177368, 1.211629033088684, 4.0
Language_74, 3.746791124343872, 3, 4, 29, 2, 6, 3.7248716354370117, 1.241623878479004, 3.5
Language_75, 3.6492550373077393, 3, 5, 20, 2, 6, 3.6381802558898926, 1.2127267519632976, 4.0
Language_76, 3.6573660373687744, 3, 5, 27, 2, 6, 3.6350598335266113, 1.211686611175537, 4.0
Language_77, 2.4650778770446777, 2, 4, 19, 1, 6, 2.4478306770324707, 1.2239153385162354, 4.0
Language_78, 4.840066909790039, 4, 4, 33, 3, 6, 4.809446573257446, 1.2023616433143616, 3.3333333333333335
Language_79, 6.105571031570435, 5, 6, 37, 3, 6, 6.068591833114624, 1.2137183666229248, 4.25
Language_80, 2.3942337036132812, 2, 5, 16, 1, 5, 2.3848888874053955, 1.1924444437026978, 5.0
Language_81, 3.694823980331421, 3, 5, 26, 2, 6, 3.6726393699645996, 1.2242131233215332, 4.0
Language_82, 4.910756826400757, 4, 4, 34, 2, 6, 4.886387825012207, 1.2215969562530518, 3.3333333333333335
Language_83, 2.4633889198303223, 2, 5, 20, 1, 6, 2.445868492126465, 1.2229342460632324, 5.0
Language_84, 2.4356062412261963, 2, 5, 18, 1, 6, 2.418276309967041, 1.2091381549835205, 5.0
Language_85, 3.6743550300598145, 3, 7, 25, 2, 6, 3.651944875717163, 1.2173149585723877, 5.0
Language_86, 3.6405680179595947, 3, 3, 23, 1, 6, 3.625977039337158, 1.208659013112386, 3.0
Language_87, 2.4548301696777344, 2, 5, 18, 2, 6, 2.43593692779541, 1.217968463897705, 5.0
Language_88, 2.418337821960449, 2, 2, 17, 2, 6, 2.404292345046997, 1.2021461725234985, 2.0
Language_89, 3.6560680866241455, 3, 4, 25, 1, 6, 3.6362626552581787, 1.2120875517527263, 3.5
Language_90, 2.421058177947998, 2, 4, 18, 1, 6, 2.411731481552124, 1.205865740776062, 4.0
Language_91, 3.714416265487671, 3, 5, 25, 2, 6, 3.693636178970337, 1.231212059656779, 5.0
Language_92, 3.634211778640747, 3, 5, 23, 2, 6, 3.613668441772461, 1.204556147257487, 4.0
Language_93, 4.873067140579224, 4, 5, 34, 2, 6, 4.846463203430176, 1.211615800857544, 4.333333333333333
Language_94, 2.407003879547119, 2, 3, 20, 2, 6, 2.3880558013916016, 1.1940279006958008, 3.0
Language_95, 6.2467169761657715, 5, 5, 31, 2, 6, 6.2227747440338135, 1.2445549488067627, 3.75
Language_96, 3.6234538555145264, 3, 5, 27, 2, 6, 3.600071907043457, 1.2000239690144856, 5.0
Language_97, 6.077643871307373, 5, 4, 39, 2, 6, 6.047069549560547, 1.2094139099121093, 3.25
Language_98, 2.485023260116577, 2, 6, 17, 1, 6, 2.4533870220184326, 1.2266935110092163, 6.0
Language_99, 4.925129175186157, 4, 4, 32, 2, 6, 4.893666982650757, 1.2234167456626892, 3.6666666666666665

Average, 3.672055571079254, 2.98, 4.7, 24.82, 1.81, 5.98, 3.650145859718323, 1.223110807691302, 4.143833333333332, 7, 100
