Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 6.718461990356445, 3, 4, 39, 2, 9, 6.470975875854492, 2.156991958618164, 4.0
Language_1, 10.203389883041382, 3, 4, 37, 2, 9, 10.009706735610962, 3.336568911870321, 4.0
Language_2, 6.640123128890991, 3, 5, 40, 2, 9, 6.400077819824219, 2.1333592732747397, 4.5
Language_3, 6.656577825546265, 3, 5, 38, 2, 9, 6.414736032485962, 2.1382453441619873, 4.5
Language_4, 9.775960206985474, 4, 5, 49, 2, 9, 9.50767707824707, 2.3769192695617676, 4.666666666666667
Language_5, 4.821875095367432, 2, 3, 26, 2, 9, 4.58932089805603, 2.294660449028015, 3.0
Language_6, 3.8596138954162598, 2, 3, 26, 2, 9, 3.7081990242004395, 1.8540995121002197, 3.0
Language_7, 8.662687063217163, 4, 5, 52, 1, 9, 8.406545877456665, 2.1016364693641663, 4.333333333333333
Language_8, 6.545486211776733, 2, 4, 27, 1, 9, 6.313045024871826, 3.156522512435913, 4.0
Language_9, 5.213768243789673, 2, 4, 28, 2, 9, 4.940115928649902, 2.470057964324951, 4.0
Language_10, 6.96966290473938, 2, 2, 27, 2, 9, 6.7322423458099365, 3.3661211729049683, 2.0
Language_11, 9.375731945037842, 4, 5, 51, 2, 9, 9.11722707748413, 2.2793067693710327, 4.666666666666667
Language_12, 6.997273921966553, 3, 3, 38, 2, 9, 6.748793125152588, 2.249597708384196, 2.5
Language_13, 20.037734985351562, 7, 5, 85, 2, 9, 19.701417207717896, 2.814488172531128, 4.0
Language_14, 9.425336837768555, 4, 4, 42, 1, 9, 9.336180686950684, 2.334045171737671, 4.0
Language_15, 4.966337203979492, 2, 4, 27, 1, 9, 4.816081285476685, 2.4080406427383423, 4.0
Language_16, 13.72993516921997, 5, 5, 61, 3, 9, 13.452473640441895, 2.690494728088379, 4.5
Language_17, 9.745459079742432, 3, 7, 38, 2, 9, 9.4874849319458, 3.162494977315267, 5.5
Language_18, 4.520368814468384, 2, 4, 27, 2, 9, 4.285112619400024, 2.142556309700012, 4.0
Language_19, 6.228909969329834, 2, 5, 29, 1, 9, 5.986497163772583, 2.9932485818862915, 5.0
Language_20, 13.613922119140625, 4, 3, 50, 2, 9, 13.357156038284302, 3.3392890095710754, 3.0
Language_21, 13.090773820877075, 3, 6, 39, 1, 9, 12.845136165618896, 4.281712055206299, 5.0
Language_22, 4.766283988952637, 2, 3, 26, 2, 9, 4.520346164703369, 2.2601730823516846, 3.0
Language_23, 8.847799062728882, 4, 4, 48, 2, 9, 8.643698930740356, 2.160924732685089, 3.0
Language_24, 12.56405234336853, 4, 5, 49, 3, 9, 12.29905080795288, 3.07476270198822, 3.3333333333333335
Language_25, 8.351686239242554, 3, 4, 37, 2, 9, 8.109877824783325, 2.7032926082611084, 4.0
Language_26, 5.9067628383636475, 3, 7, 38, 2, 9, 5.657493829727173, 1.8858312765757244, 5.5
Language_27, 10.012605905532837, 5, 4, 51, 2, 9, 9.841894626617432, 1.9683789253234862, 4.0
Language_28, 6.124696969985962, 3, 4, 36, 2, 9, 5.920061111450195, 1.9733537038167317, 3.5
Language_29, 8.560264825820923, 4, 6, 48, 1, 9, 8.311145782470703, 2.077786445617676, 4.666666666666667
Language_30, 5.058032274246216, 2, 5, 28, 1, 9, 4.825780153274536, 2.412890076637268, 5.0
Language_31, 4.024621963500977, 2, 3, 27, 2, 9, 3.7899482250213623, 1.8949741125106812, 3.0
Language_32, 8.96944785118103, 2, 3, 28, 2, 9, 8.733218908309937, 4.366609454154968, 3.0
Language_33, 12.059462070465088, 5, 5, 58, 2, 9, 11.847329378128052, 2.36946587562561, 4.0
Language_34, 7.357064962387085, 3, 7, 40, 2, 9, 7.11729621887207, 2.372432072957357, 5.5
Language_35, 5.003024101257324, 2, 2, 27, 2, 9, 4.768341064453125, 2.3841705322265625, 2.0
Language_36, 5.944478988647461, 3, 4, 38, 2, 9, 5.701505899429321, 1.9005019664764404, 4.0
Language_37, 5.344556093215942, 2, 2, 27, 2, 9, 5.10681676864624, 2.55340838432312, 2.0
