Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 1.191788911819458, 1, 0, 6, 1, 3, 1.1911351680755615, 1.1911351680755615, 0
Language_1, 1.1469976902008057, 1, 0, 6, 1, 3, 1.146162986755371, 1.146162986755371, 0
Language_2, 2.3116819858551025, 2, 4, 11, 1, 3, 2.310127019882202, 1.155063509941101, 4.0
Language_3, 2.2959649562835693, 2, 4, 7, 1, 3, 2.294886827468872, 1.147443413734436, 4.0
Language_4, 2.3046278953552246, 2, 6, 10, 1, 3, 2.3030245304107666, 1.1515122652053833, 6.0
Language_5, 3.4970498085021973, 3, 5, 14, 2, 3, 3.494006872177124, 1.1646689573923747, 3.5
Language_6, 2.306380033493042, 2, 2, 9, 1, 3, 2.305238962173462, 1.152619481086731, 2.0
Language_7, 1.1480309963226318, 1, 0, 6, 1, 3, 1.147630214691162, 1.147630214691162, 0
Language_8, 1.1482770442962646, 1, 0, 6, 1, 3, 1.1476092338562012, 1.1476092338562012, 0
Language_9, 1.1457428932189941, 1, 0, 5, 1, 3, 1.1449577808380127, 1.1449577808380127, 0
Language_10, 1.169778823852539, 1, 0, 6, 1, 3, 1.1689260005950928, 1.1689260005950928, 0
Language_11, 1.1622419357299805, 1, 0, 5, 1, 3, 1.1616549491882324, 1.1616549491882324, 0
Language_12, 2.27826189994812, 2, 4, 10, 1, 3, 2.2766273021698, 1.1383136510849, 4.0
Language_13, 2.288722038269043, 2, 4, 11, 1, 3, 2.2870960235595703, 1.1435480117797852, 4.0
Language_14, 1.1398661136627197, 1, 0, 6, 1, 3, 1.1390068531036377, 1.1390068531036377, 0
Language_15, 2.297888994216919, 2, 5, 9, 1, 3, 2.2968828678131104, 1.1484414339065552, 5.0
Language_16, 2.2972350120544434, 2, 4, 9, 1, 3, 2.295888900756836, 1.147944450378418, 4.0
