Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 2.408987045288086, 2, 3, 11, 2, 5, 2.4044189453125, 1.20220947265625, 3.0
Language_1, 3.556684732437134, 3, 6, 19, 3, 5, 3.5521206855773926, 1.1840402285257976, 4.5
Language_2, 3.5173161029815674, 3, 4, 18, 2, 5, 3.510333299636841, 1.170111099878947, 3.0
Language_3, 4.6850481033325195, 4, 5, 26, 2, 5, 4.675540924072266, 1.1688852310180664, 4.0
Language_4, 2.2902088165283203, 2, 6, 12, 1, 4, 2.2869133949279785, 1.1434566974639893, 6.0
Language_5, 3.5033462047576904, 3, 5, 15, 2, 5, 3.500577211380005, 1.1668590704600017, 4.5
Language_6, 7.120570182800293, 6, 6, 30, 2, 5, 7.110606670379639, 1.1851011117299397, 4.6
Language_7, 3.5097639560699463, 3, 6, 16, 2, 5, 3.5053539276123047, 1.1684513092041016, 4.5
Language_8, 3.482579231262207, 3, 3, 17, 2, 5, 3.4773519039154053, 1.159117301305135, 3.0
Language_9, 2.3353171348571777, 2, 3, 14, 2, 5, 2.333310127258301, 1.1666550636291504, 3.0
Language_10, 3.5515079498291016, 3, 11, 18, 2, 5, 3.5447168350219727, 1.1815722783406575, 8.5
Language_11, 3.539113998413086, 3, 5, 21, 1, 5, 3.5328500270843506, 1.1776166756947835, 5.0
Language_12, 3.4855470657348633, 3, 4, 19, 1, 4, 3.4816513061523438, 1.1605504353841145, 3.5
Language_13, 2.316030979156494, 2, 3, 15, 2, 5, 2.3109238147735596, 1.1554619073867798, 3.0
Language_14, 4.73685884475708, 4, 8, 18, 2, 5, 4.7333104610443115, 1.1833276152610779, 5.0
Language_15, 3.5152270793914795, 3, 4, 20, 2, 5, 3.5088398456573486, 1.169613281885783, 4.0
Language_16, 2.3224220275878906, 2, 4, 12, 3, 5, 2.320106029510498, 1.160053014755249, 4.0
Language_17, 4.706001043319702, 4, 6, 23, 3, 5, 4.696563482284546, 1.1741408705711365, 4.0
Language_18, 3.519953966140747, 3, 5, 12, 3, 5, 3.5174875259399414, 1.1724958419799805, 5.0
Language_19, 3.507434844970703, 3, 6, 12, 2, 5, 3.5056748390197754, 1.1685582796732585, 5.5
Language_20, 2.325845956802368, 2, 4, 10, 2, 5, 2.321058988571167, 1.1605294942855835, 4.0
Language_21, 2.3849706649780273, 2, 4, 15, 1, 5, 2.3811447620391846, 1.1905723810195923, 4.0
Language_22, 3.563366174697876, 3, 5, 13, 2, 5, 3.561145067214966, 1.187048355738322, 4.0
Language_23, 2.3288190364837646, 2, 4, 13, 2, 5, 2.3270375728607178, 1.1635187864303589, 4.0
Language_24, 2.336516857147217, 2, 6, 11, 2, 5, 2.334991931915283, 1.1674959659576416, 6.0
Language_25, 3.5137031078338623, 3, 5, 17, 3, 5, 3.5080080032348633, 1.1693360010782878, 4.0
Language_26, 2.3020129203796387, 2, 2, 9, 2, 4, 2.2998602390289307, 1.1499301195144653, 2.0
Language_27, 2.3569390773773193, 2, 4, 13, 2, 4, 2.35372257232666, 1.17686128616333, 4.0
Language_28, 3.504009962081909, 3, 4, 17, 2, 5, 3.498873472213745, 1.1662911574045818, 3.5
Language_29, 3.541483163833618, 3, 5, 16, 2, 5, 3.536492109298706, 1.1788307030995686, 5.0
Language_30, 2.336014986038208, 2, 3, 12, 2, 5, 2.3344709873199463, 1.1672354936599731, 3.0
Language_31, 2.3710649013519287, 2, 4, 16, 2, 5, 2.3668317794799805, 1.1834158897399902, 4.0
Language_32, 4.6963090896606445, 4, 4, 14, 2, 5, 4.693766117095947, 1.1734415292739868, 3.3333333333333335
Language_33, 3.5409810543060303, 3, 9, 18, 2, 5, 3.533834218978882, 1.1779447396596272, 5.5
Language_34, 1.175140142440796, 1, 0, 8, 1, 5, 1.1747021675109863, 1.1747021675109863, 0
Language_35, 3.5281598567962646, 3, 3, 18, 2, 5, 3.522761106491089, 1.1742537021636963, 3.0
Language_36, 4.705837249755859, 4, 6, 21, 2, 5, 4.699582099914551, 1.1748955249786377, 4.666666666666667
Language_37, 3.5320651531219482, 3, 12, 20, 1, 5, 3.526522159576416, 1.175507386525472, 9.0
Language_38, 2.332037925720215, 2, 2, 10, 2, 5, 2.330522060394287, 1.1652610301971436, 2.0
Language_39, 2.343846082687378, 2, 5, 12, 1, 5, 2.3429949283599854, 1.1714974641799927, 5.0
Language_40, 2.3291683197021484, 2, 3, 10, 2, 5, 2.327744960784912, 1.163872480392456, 3.0
Language_41, 2.368760824203491, 2, 4, 12, 1, 5, 2.365309953689575, 1.1826549768447876, 4.0
Language_42, 3.477341890335083, 3, 4, 16, 1, 5, 3.4722330570220947, 1.157411019007365, 4.0
Language_43, 2.3425228595733643, 2, 7, 12, 2, 5, 2.3387179374694824, 1.1693589687347412, 7.0
Language_44, 3.513777017593384, 3, 3, 14, 3, 5, 3.5101540088653564, 1.1700513362884521, 3.0
Language_45, 1.1491131782531738, 1, 0, 7, 1, 4, 1.1470940113067627, 1.1470940113067627, 0
