Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 3.6671950817108154, 3, 3, 20, 2, 8, 3.655069351196289, 1.218356450398763, 3.0
Language_1, 6.3011720180511475, 4, 4, 37, 2, 8, 6.2449986934661865, 1.5612496733665466, 3.3333333333333335
Language_2, 11.828423023223877, 8, 8, 79, 2, 8, 11.715527296066284, 1.4644409120082855, 5.714285714285714
Language_3, 5.369125843048096, 4, 8, 35, 2, 8, 5.303333759307861, 1.3258334398269653, 5.333333333333333
Language_4, 4.334801912307739, 3, 8, 25, 2, 8, 4.3065290451049805, 1.4355096817016602, 5.5
Language_5, 6.560427904129028, 4, 6, 42, 3, 8, 6.484272480010986, 1.6210681200027466, 4.666666666666667
Language_6, 6.863511085510254, 5, 7, 54, 2, 8, 6.7799859046936035, 1.3559971809387208, 6.0
Language_7, 8.018730163574219, 5, 10, 50, 3, 8, 7.948382139205933, 1.5896764278411866, 7.75
Language_8, 2.870404005050659, 2, 4, 20, 2, 8, 2.8351552486419678, 1.4175776243209839, 4.0
Language_9, 5.999226093292236, 4, 8, 36, 1, 8, 5.933003902435303, 1.4832509756088257, 6.0
Language_10, 5.153107404708862, 4, 5, 39, 3, 8, 5.061349153518677, 1.2653372883796692, 4.0
Language_11, 3.805255174636841, 3, 6, 27, 2, 8, 3.755647897720337, 1.2518826325734456, 5.5
Language_12, 9.567075252532959, 5, 7, 50, 3, 8, 9.491111755371094, 1.8982223510742187, 4.75
Language_13, 5.536194086074829, 4, 5, 33, 2, 8, 5.504210710525513, 1.3760526776313782, 4.0
Language_14, 2.9968667030334473, 2, 3, 17, 2, 8, 2.962144136428833, 1.4810720682144165, 3.0
Language_15, 5.403317928314209, 4, 5, 38, 3, 8, 5.344740152359009, 1.3361850380897522, 3.6666666666666665
Language_16, 3.7518129348754883, 3, 4, 28, 2, 8, 3.688779830932617, 1.229593276977539, 3.5
Language_17, 4.328572750091553, 3, 5, 30, 2, 8, 4.288629055023193, 1.4295430183410645, 4.5
Language_18, 5.599071025848389, 4, 5, 27, 2, 8, 5.590530157089233, 1.3976325392723083, 3.6666666666666665
Language_19, 2.3996758460998535, 2, 3, 14, 2, 6, 2.389021873474121, 1.1945109367370605, 3.0
Language_20, 4.27203369140625, 3, 6, 22, 1, 8, 4.21001410484314, 1.4033380349477131, 6.0
Language_21, 7.050066947937012, 5, 10, 29, 3, 8, 7.0338640213012695, 1.4067728042602539, 7.5
Language_22, 2.4304721355438232, 2, 3, 14, 2, 7, 2.4280569553375244, 1.2140284776687622, 3.0
Language_23, 3.8610312938690186, 3, 4, 24, 2, 8, 3.843186855316162, 1.2810622851053874, 3.5
Language_24, 5.815213918685913, 4, 8, 41, 3, 8, 5.7414710521698, 1.43536776304245, 6.666666666666667
Language_25, 7.36517596244812, 5, 6, 52, 2, 8, 7.283304452896118, 1.4566608905792235, 5.0
Language_26, 3.6500051021575928, 3, 7, 23, 3, 8, 3.629242181777954, 1.2097473939259846, 4.5
Language_27, 5.290952920913696, 4, 5, 32, 2, 8, 5.23982310295105, 1.3099557757377625, 3.6666666666666665
Language_28, 5.012051820755005, 4, 6, 34, 2, 7, 4.978437423706055, 1.2446093559265137, 5.0
Language_29, 5.772261142730713, 4, 6, 32, 3, 8, 5.717737197875977, 1.4294342994689941, 5.333333333333333
Language_30, 7.218365907669067, 5, 6, 39, 2, 7, 7.182055950164795, 1.436411190032959, 5.0
Language_31, 4.599925994873047, 3, 6, 29, 2, 8, 4.537616968154907, 1.512538989384969, 5.0
Language_32, 4.371942043304443, 3, 6, 31, 4, 8, 4.299607276916504, 1.4332024256388347, 5.0
Language_33, 4.275918006896973, 3, 5, 28, 3, 8, 4.234911918640137, 1.411637306213379, 4.0
Language_34, 2.6440701484680176, 2, 6, 17, 2, 8, 2.5849452018737793, 1.2924726009368896, 6.0
Language_35, 4.32680606842041, 3, 5, 27, 3, 8, 4.286869764328003, 1.4289565881093342, 4.5
Language_36, 2.6780169010162354, 2, 4, 21, 2, 8, 2.6303021907806396, 1.3151510953903198, 4.0
Language_37, 4.176229953765869, 3, 6, 30, 3, 8, 4.120626926422119, 1.373542308807373, 4.5
Language_38, 4.257214069366455, 3, 9, 29, 4, 8, 4.203150510787964, 1.4010501702626545, 6.0
Language_39, 8.670658826828003, 7, 6, 37, 2, 7, 8.65239405632019, 1.2360562937600272, 5.333333333333333
Language_40, 10.988871812820435, 7, 10, 44, 3, 8, 10.954572439193726, 1.564938919884818, 6.166666666666667
Language_41, 4.879806995391846, 3, 4, 26, 2, 8, 4.841913223266602, 1.6139710744222004, 3.0
Language_42, 2.751615047454834, 2, 4, 17, 2, 8, 2.7096409797668457, 1.3548204898834229, 4.0
Language_43, 7.270971775054932, 5, 6, 43, 2, 8, 7.223095417022705, 1.444619083404541, 5.25
Language_44, 5.400486946105957, 4, 12, 40, 2, 8, 5.3345983028411865, 1.3336495757102966, 7.0
Language_45, 5.80466103553772, 4, 5, 31, 2, 8, 5.752328634262085, 1.4380821585655212, 4.333333333333333
Language_46, 6.848196983337402, 5, 9, 50, 4, 8, 6.772277116775513, 1.3544554233551025, 5.25
Language_47, 3.7436208724975586, 3, 4, 25, 2, 7, 3.7120611667633057, 1.2373537222544353, 3.5
Language_48, 2.795974016189575, 2, 3, 21, 2, 8, 2.7486791610717773, 1.3743395805358887, 3.0
Language_49, 7.702491044998169, 4, 9, 35, 3, 8, 7.643020868301392, 1.910755217075348, 6.0
Language_50, 5.12290096282959, 4, 6, 35, 2, 7, 5.089813232421875, 1.2724533081054688, 4.666666666666667
Language_51, 4.511160135269165, 3, 7, 34, 2, 8, 4.443946838378906, 1.4813156127929688, 5.5
Language_52, 8.957114934921265, 5, 7, 44, 3, 8, 8.887919187545776, 1.7775838375091553, 6.0
Language_53, 5.006511926651001, 4, 5, 23, 2, 7, 4.984675645828247, 1.2461689114570618, 4.333333333333333
