Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 2.5591189861297607, 2, 4, 12, 1, 4, 2.5566980838775635, 1.2783490419387817, 4.0
Language_1, 2.54295015335083, 2, 4, 14, 1, 4, 2.5397510528564453, 1.2698755264282227, 4.0
Language_2, 2.393299102783203, 2, 3, 13, 2, 4, 2.38940691947937, 1.194703459739685, 3.0
Language_3, 2.3641300201416016, 2, 5, 13, 1, 4, 2.3615307807922363, 1.1807653903961182, 5.0
Language_4, 2.3340208530426025, 2, 3, 11, 2, 4, 2.330589771270752, 1.165294885635376, 3.0
Language_5, 2.338672161102295, 2, 4, 11, 1, 4, 2.335900068283081, 1.1679500341415405, 4.0
Language_6, 2.321469783782959, 2, 3, 13, 2, 4, 2.3180370330810547, 1.1590185165405273, 3.0
Language_7, 2.319023847579956, 2, 3, 12, 2, 4, 2.3152830600738525, 1.1576415300369263, 3.0
Language_8, 3.5036966800689697, 3, 4, 16, 1, 4, 3.5000455379486084, 1.1666818459828694, 4.0
Language_9, 1.1909959316253662, 1, 0, 7, 1, 4, 1.1888630390167236, 1.1888630390167236, 0
Language_10, 2.329590082168579, 2, 4, 14, 1, 4, 2.326380968093872, 1.163190484046936, 4.0
Language_11, 2.344088077545166, 2, 4, 11, 1, 4, 2.3410818576812744, 1.1705409288406372, 4.0
Language_12, 2.3400299549102783, 2, 3, 13, 2, 4, 2.3366103172302246, 1.1683051586151123, 3.0
Language_13, 2.339224100112915, 2, 4, 13, 1, 4, 2.336092710494995, 1.1680463552474976, 4.0
Language_14, 2.3163931369781494, 2, 6, 11, 1, 4, 2.314333200454712, 1.157166600227356, 6.0
Language_15, 1.1431608200073242, 1, 0, 7, 1, 4, 1.1410181522369385, 1.1410181522369385, 0
Language_16, 2.3679449558258057, 2, 3, 10, 2, 4, 2.3654677867889404, 1.1827338933944702, 3.0
Language_17, 2.3674428462982178, 2, 4, 14, 1, 4, 2.364154577255249, 1.1820772886276245, 4.0
Language_18, 2.3192801475524902, 2, 4, 11, 1, 4, 2.3165111541748047, 1.1582555770874023, 4.0
Language_19, 3.4902398586273193, 3, 4, 14, 2, 4, 3.486114025115967, 1.162038008371989, 3.5
Language_20, 1.1800408363342285, 1, 0, 6, 1, 4, 1.1780040264129639, 1.1780040264129639, 0
Language_21, 4.73698878288269, 4, 4, 19, 2, 4, 4.73029637336731, 1.1825740933418274, 3.0
Language_22, 2.374598979949951, 2, 5, 10, 1, 4, 2.3734779357910156, 1.1867389678955078, 5.0
Language_23, 2.3355979919433594, 2, 4, 14, 1, 4, 2.3322689533233643, 1.1661344766616821, 4.0
Language_24, 2.3406221866607666, 2, 5, 12, 1, 4, 2.3373913764953613, 1.1686956882476807, 5.0
Language_25, 2.342991828918457, 2, 4, 13, 1, 4, 2.339827299118042, 1.169913649559021, 4.0
Language_26, 2.3320038318634033, 2, 4, 11, 1, 4, 2.3291118144989014, 1.1645559072494507, 4.0
Language_27, 2.3373730182647705, 2, 3, 13, 2, 4, 2.3338308334350586, 1.1669154167175293, 3.0
Language_28, 4.653759956359863, 4, 4, 20, 2, 4, 4.646491289138794, 1.1616228222846985, 4.0
Language_29, 2.3864450454711914, 2, 4, 14, 1, 4, 2.383155345916748, 1.191577672958374, 4.0
Language_30, 2.3384718894958496, 2, 5, 14, 2, 4, 2.3346610069274902, 1.1673305034637451, 5.0
Language_31, 2.3286030292510986, 2, 4, 14, 1, 4, 2.32541823387146, 1.16270911693573, 4.0
Language_32, 4.676558017730713, 4, 4, 22, 2, 4, 4.6684393882751465, 1.1671098470687866, 4.0
Language_33, 1.1728739738464355, 1, 0, 8, 1, 4, 1.1706781387329102, 1.1706781387329102, 0
Language_34, 2.3544130325317383, 2, 5, 12, 1, 4, 2.352273941040039, 1.1761369705200195, 5.0
Language_35, 2.329442024230957, 2, 4, 14, 1, 4, 2.3260698318481445, 1.1630349159240723, 4.0
Language_36, 2.32547926902771, 2, 5, 12, 2, 4, 2.322082042694092, 1.161041021347046, 5.0
Language_37, 2.337371826171875, 2, 4, 13, 1, 4, 2.3341681957244873, 1.1670840978622437, 4.0
Language_38, 2.348576068878174, 2, 4, 13, 1, 4, 2.3460192680358887, 1.1730096340179443, 4.0
Language_39, 3.501957893371582, 3, 4, 19, 2, 4, 3.4966888427734375, 1.1655629475911458, 4.0
Language_40, 3.5368151664733887, 3, 5, 18, 2, 4, 3.531531810760498, 1.1771772702534993, 4.5
Language_41, 2.3429980278015137, 2, 2, 13, 1, 4, 2.33988881111145, 1.169944405555725, 2.0
Language_42, 3.504004955291748, 3, 5, 17, 1, 4, 3.5001769065856934, 1.1667256355285645, 4.0
Language_43, 2.3633573055267334, 2, 5, 12, 1, 4, 2.3604421615600586, 1.1802210807800293, 5.0
Language_44, 2.340639352798462, 2, 2, 13, 2, 4, 2.3371381759643555, 1.1685690879821777, 2.0
Language_45, 3.463334798812866, 3, 3, 16, 1, 4, 3.4594130516052246, 1.1531376838684082, 3.0
Language_46, 2.3562097549438477, 2, 5, 13, 1, 4, 2.353562831878662, 1.176781415939331, 5.0
Language_47, 2.3563520908355713, 2, 4, 14, 1, 4, 2.353142023086548, 1.176571011543274, 4.0
Language_48, 3.507128953933716, 3, 4, 17, 2, 4, 3.5024826526641846, 1.1674942175547283, 3.5
Language_49, 2.348500967025757, 2, 3, 11, 1, 4, 2.3456990718841553, 1.1728495359420776, 3.0
Language_50, 3.4980990886688232, 3, 9, 16, 1, 4, 3.4943082332611084, 1.1647694110870361, 7.0
Language_51, 3.530045986175537, 3, 5, 19, 2, 4, 3.524515390396118, 1.1748384634653728, 4.0
Language_52, 3.49912691116333, 3, 5, 18, 1, 4, 3.4951891899108887, 1.1650630633036296, 5.0
Language_53, 4.713241815567017, 4, 5, 25, 2, 4, 4.705505609512329, 1.1763764023780823, 4.333333333333333
Language_54, 2.329765796661377, 2, 3, 13, 2, 4, 2.326205015182495, 1.1631025075912476, 3.0
Language_55, 3.5045881271362305, 3, 4, 14, 2, 4, 3.501232862472534, 1.167077620824178, 3.5
Language_56, 2.319391965866089, 2, 3, 12, 2, 4, 2.316058874130249, 1.1580294370651245, 3.0
Language_57, 1.1497020721435547, 1, 0, 6, 1, 4, 1.1486878395080566, 1.1486878395080566, 0
Language_58, 3.51842999458313, 3, 3, 15, 2, 4, 3.513378143310547, 1.1711260477701824, 3.0
Language_59, 3.4760539531707764, 3, 4, 14, 2, 4, 3.4723377227783203, 1.1574459075927734, 4.0
Language_60, 4.633199214935303, 4, 5, 25, 2, 4, 4.624704837799072, 1.156176209449768, 4.0
Language_61, 2.3347461223602295, 2, 3, 13, 2, 4, 2.3312220573425293, 1.1656110286712646, 3.0
Language_62, 3.478001832962036, 3, 5, 16, 1, 4, 3.4740207195281982, 1.1580069065093994, 4.5
Language_63, 3.550819158554077, 3, 3, 18, 3, 4, 3.5439071655273438, 1.1813023885091145, 3.0
Language_64, 2.3512728214263916, 2, 6, 13, 1, 4, 2.348006010055542, 1.174003005027771, 6.0
Language_65, 3.4835901260375977, 3, 5, 15, 2, 4, 3.4788310527801514, 1.159610350926717, 4.0
Language_66, 2.3195080757141113, 2, 5, 13, 1, 4, 2.3164570331573486, 1.1582285165786743, 5.0
Language_67, 2.3385169506073, 2, 5, 13, 2, 4, 2.334996223449707, 1.1674981117248535, 5.0
Language_68, 1.1454308032989502, 1, 0, 8, 1, 4, 1.1432359218597412, 1.1432359218597412, 0
Language_69, 4.670146942138672, 4, 4, 20, 1, 4, 4.665351390838623, 1.1663378477096558, 3.6666666666666665
Language_70, 2.3350989818573, 2, 4, 12, 1, 4, 2.332106351852417, 1.1660531759262085, 4.0
Language_71, 3.4616870880126953, 3, 6, 11, 2, 4, 3.457750082015991, 1.152583360671997, 4.0
Language_72, 2.3359947204589844, 2, 6, 13, 1, 4, 2.332716703414917, 1.1663583517074585, 6.0
Language_73, 2.367288827896118, 2, 4, 13, 2, 4, 2.363845109939575, 1.1819225549697876, 4.0
Language_74, 4.6078901290893555, 4, 3, 24, 2, 4, 4.599567651748657, 1.1498919129371643, 2.6666666666666665
Language_75, 2.3581178188323975, 2, 5, 11, 1, 4, 2.355435848236084, 1.177717924118042, 5.0
Language_76, 2.3287391662597656, 2, 3, 9, 2, 4, 2.3268988132476807, 1.1634494066238403, 3.0
Language_77, 3.508958339691162, 3, 3, 18, 2, 4, 3.5029168128967285, 1.167638937632243, 2.5
Language_78, 2.365726947784424, 2, 5, 13, 1, 4, 2.3631930351257324, 1.1815965175628662, 5.0
Language_79, 2.3250129222869873, 2, 3, 12, 2, 4, 2.3222639560699463, 1.1611319780349731, 3.0
Language_80, 2.3289427757263184, 2, 3, 12, 2, 4, 2.325221061706543, 1.1626105308532715, 3.0
Language_81, 3.4323348999023438, 3, 2, 13, 2, 4, 3.428093433380127, 1.142697811126709, 2.0
Language_82, 1.151033878326416, 1, 0, 8, 1, 4, 1.1488239765167236, 1.1488239765167236, 0
Language_83, 2.3324129581451416, 2, 5, 14, 1, 4, 2.329136848449707, 1.1645684242248535, 5.0
Language_84, 2.370424747467041, 2, 4, 11, 1, 4, 2.3675167560577393, 1.1837583780288696, 4.0
Language_85, 2.332084894180298, 2, 5, 13, 1, 4, 2.329514741897583, 1.1647573709487915, 5.0
Language_86, 2.334839105606079, 2, 3, 11, 1, 4, 2.331953525543213, 1.1659767627716064, 3.0
Language_87, 2.335203170776367, 2, 4, 13, 2, 4, 2.331108331680298, 1.165554165840149, 4.0
