Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 2.3015079498291016, 2, 5, 7, 1, 3, 2.3010177612304688, 1.1505088806152344, 5.0
Language_1, 2.285072088241577, 2, 2, 9, 2, 3, 2.2838656902313232, 1.1419328451156616, 2.0
Language_2, 2.30157208442688, 2, 4, 7, 1, 3, 2.3010737895965576, 1.1505368947982788, 4.0
Language_3, 1.140773057937622, 1, 0, 5, 1, 3, 1.1405150890350342, 1.1405150890350342, 0
Language_4, 1.1353158950805664, 1, 0, 6, 1, 3, 1.135004997253418, 1.135004997253418, 0
Language_5, 2.277056932449341, 2, 4, 7, 1, 3, 2.276170015335083, 1.1380850076675415, 4.0
Language_6, 2.293124198913574, 2, 2, 7, 2, 3, 2.2923007011413574, 1.1461503505706787, 2.0
Language_7, 3.45740008354187, 3, 7, 10, 1, 3, 3.456101894378662, 1.1520339647928874, 6.0
Language_8, 2.280853033065796, 2, 3, 6, 1, 3, 2.280198335647583, 1.1400991678237915, 3.0
Language_9, 2.2912020683288574, 2, 6, 10, 1, 3, 2.2903428077697754, 1.1451714038848877, 6.0
Language_10, 2.270932912826538, 2, 3, 7, 2, 3, 2.2700319290161133, 1.1350159645080566, 3.0
Language_11, 2.2887790203094482, 2, 3, 10, 1, 3, 2.28769588470459, 1.143847942352295, 3.0
Language_12, 2.2829928398132324, 2, 5, 10, 1, 3, 2.281846046447754, 1.140923023223877, 5.0
Language_13, 3.472383975982666, 3, 5, 12, 1, 3, 3.4708609580993652, 1.1569536526997883, 4.0
Language_14, 4.556521892547607, 4, 6, 15, 1, 3, 4.5544114112854, 1.13860285282135, 4.0
Language_15, 3.439743995666504, 3, 4, 13, 2, 3, 3.4378738403320312, 1.1459579467773438, 3.5
Language_16, 3.456031322479248, 3, 5, 11, 1, 3, 3.4546868801116943, 1.1515622933705647, 3.5
Language_17, 3.4369187355041504, 3, 5, 10, 2, 3, 3.4352240562438965, 1.145074685414632, 4.5
Language_18, 1.1425130367279053, 1, 0, 4, 1, 2, 1.1421029567718506, 1.1421029567718506, 0
Language_19, 2.294577121734619, 2, 5, 11, 1, 3, 2.293304204940796, 1.146652102470398, 5.0
Language_20, 2.30173397064209, 2, 4, 10, 1, 3, 2.3006339073181152, 1.1503169536590576, 4.0
Language_21, 2.2852559089660645, 2, 7, 9, 1, 3, 2.284586191177368, 1.142293095588684, 7.0
Language_22, 1.149012804031372, 1, 0, 5, 1, 3, 1.1484148502349854, 1.1484148502349854, 0
Language_23, 2.3229360580444336, 2, 5, 8, 1, 3, 2.3223001956939697, 1.1611500978469849, 5.0
Language_24, 2.297200918197632, 2, 4, 8, 1, 3, 2.296349048614502, 1.148174524307251, 4.0
Language_25, 2.3031280040740967, 2, 2, 6, 2, 3, 2.302251100540161, 1.1511255502700806, 2.0
Language_26, 4.577758073806763, 4, 6, 19, 1, 3, 4.574912786483765, 1.1437281966209412, 4.333333333333333
Language_27, 2.2834291458129883, 2, 3, 9, 2, 3, 2.282301187515259, 1.1411505937576294, 3.0
Language_28, 2.2916300296783447, 2, 3, 8, 1, 3, 2.290717363357544, 1.145358681678772, 3.0
Language_29, 1.1398448944091797, 1, 0, 5, 1, 3, 1.1392900943756104, 1.1392900943756104, 0
Language_30, 2.3262438774108887, 2, 5, 10, 2, 3, 2.3248517513275146, 1.1624258756637573, 5.0
Language_31, 1.1369750499725342, 1, 0, 5, 1, 3, 1.136707067489624, 1.136707067489624, 0
Language_32, 2.298654079437256, 2, 4, 8, 2, 3, 2.2974159717559814, 1.1487079858779907, 4.0
Language_33, 2.2891387939453125, 2, 3, 9, 2, 3, 2.288182020187378, 1.144091010093689, 3.0
Language_34, 2.293943166732788, 2, 4, 9, 2, 3, 2.292360305786133, 1.1461801528930664, 4.0
Language_35, 1.145242691040039, 1, 0, 4, 1, 2, 1.1450040340423584, 1.1450040340423584, 0
Language_36, 1.1409547328948975, 1, 0, 3, 1, 3, 1.1404471397399902, 1.1404471397399902, 0
Language_37, 2.2774860858917236, 2, 6, 9, 1, 3, 2.276582717895508, 1.138291358947754, 6.0
Language_38, 3.4367949962615967, 3, 6, 13, 1, 3, 3.4352190494537354, 1.1450730164845784, 5.5
Language_39, 2.3107802867889404, 2, 4, 8, 1, 3, 2.3098771572113037, 1.1549385786056519, 4.0
Language_40, 2.2871768474578857, 2, 4, 9, 1, 3, 2.2860987186431885, 1.1430493593215942, 4.0
Language_41, 2.276201009750366, 2, 4, 6, 1, 3, 2.2754037380218506, 1.1377018690109253, 4.0
Language_42, 1.1450669765472412, 1, 0, 6, 1, 3, 1.1447458267211914, 1.1447458267211914, 0
Language_43, 1.1425411701202393, 1, 0, 4, 1, 2, 1.142308235168457, 1.142308235168457, 0
Language_44, 1.1419241428375244, 1, 0, 3, 1, 2, 1.1417360305786133, 1.1417360305786133, 0
Language_45, 1.1407930850982666, 1, 0, 6, 1, 3, 1.1404621601104736, 1.1404621601104736, 0
Language_46, 2.2861642837524414, 2, 6, 8, 1, 3, 2.285583734512329, 1.1427918672561646, 6.0
Language_47, 1.1462221145629883, 1, 0, 6, 1, 3, 1.145895004272461, 1.145895004272461, 0
Language_48, 1.1707158088684082, 1, 0, 5, 1, 3, 1.1701083183288574, 1.1701083183288574, 0
Language_49, 2.2979378700256348, 2, 2, 7, 2, 3, 2.297168254852295, 1.1485841274261475, 2.0
Language_50, 2.2826077938079834, 2, 3, 8, 2, 3, 2.2815990447998047, 1.1407995223999023, 3.0
Language_51, 1.1472806930541992, 1, 0, 6, 1, 3, 1.1469810009002686, 1.1469810009002686, 0
Language_52, 2.296696901321411, 2, 2, 10, 2, 3, 2.295427083969116, 1.147713541984558, 2.0
Language_53, 2.2804532051086426, 2, 5, 9, 2, 3, 2.2794768810272217, 1.1397384405136108, 5.0
Language_54, 1.1448030471801758, 1, 0, 4, 1, 3, 1.1442759037017822, 1.1442759037017822, 0
Language_55, 1.1553170680999756, 1, 0, 5, 1, 3, 1.155045986175537, 1.155045986175537, 0
Language_56, 3.455310106277466, 3, 7, 15, 1, 3, 3.4533321857452393, 1.1511107285817463, 6.5
Language_57, 3.4515631198883057, 3, 5, 12, 1, 3, 3.4500553607940674, 1.1500184535980225, 4.5
Language_58, 2.2931458950042725, 2, 3, 10, 2, 3, 2.2918851375579834, 1.1459425687789917, 3.0
Language_59, 1.1441748142242432, 1, 0, 6, 1, 3, 1.1435470581054688, 1.1435470581054688, 0
Language_60, 2.271615982055664, 2, 6, 9, 1, 3, 2.2709410190582275, 1.1354705095291138, 6.0
Language_61, 2.31058406829834, 2, 4, 6, 1, 2, 2.310041666030884, 1.155020833015442, 4.0
Language_62, 2.323841094970703, 2, 3, 5, 1, 3, 2.3230857849121094, 1.1615428924560547, 3.0
Language_63, 1.143841028213501, 1, 0, 5, 1, 3, 1.1434078216552734, 1.1434078216552734, 0
Language_64, 2.276921033859253, 2, 3, 8, 1, 3, 2.2759811878204346, 1.1379905939102173, 3.0
Language_65, 2.2734827995300293, 2, 2, 5, 2, 3, 2.2729849815368652, 1.1364924907684326, 2.0
Language_66, 3.4334869384765625, 3, 4, 9, 3, 3, 3.4314723014831543, 1.1438241004943848, 3.0
Language_67, 2.273716926574707, 2, 4, 9, 1, 3, 2.2726681232452393, 1.1363340616226196, 4.0
Language_68, 1.147852897644043, 1, 0, 5, 1, 3, 1.1475780010223389, 1.1475780010223389, 0
Language_69, 2.3127708435058594, 2, 5, 9, 1, 3, 2.311715841293335, 1.1558579206466675, 5.0
Language_70, 1.1451659202575684, 1, 0, 6, 1, 3, 1.144531011581421, 1.144531011581421, 0
Language_71, 2.286659002304077, 2, 3, 8, 2, 3, 2.2857539653778076, 1.1428769826889038, 3.0
Language_72, 1.1466898918151855, 1, 0, 6, 1, 3, 1.1463658809661865, 1.1463658809661865, 0
Language_73, 1.1485381126403809, 1, 0, 5, 1, 3, 1.1482579708099365, 1.1482579708099365, 0
Language_74, 1.1316452026367188, 1, 0, 4, 1, 3, 1.131417989730835, 1.131417989730835, 0
Language_75, 2.280879020690918, 2, 3, 5, 1, 2, 2.2803990840911865, 1.1401995420455933, 3.0
Language_76, 1.1432101726531982, 1, 0, 4, 1, 3, 1.1429719924926758, 1.1429719924926758, 0
Language_77, 1.1473422050476074, 1, 0, 4, 1, 3, 1.1467976570129395, 1.1467976570129395, 0
Language_78, 1.1495811939239502, 1, 0, 6, 1, 3, 1.1489739418029785, 1.1489739418029785, 0
Language_79, 1.1797330379486084, 1, 0, 6, 1, 3, 1.1794018745422363, 1.1794018745422363, 0
Language_80, 3.430339813232422, 3, 3, 7, 1, 3, 3.4295408725738525, 1.143180290857951, 2.5
Language_81, 2.27225399017334, 2, 5, 7, 1, 3, 2.271627902984619, 1.1358139514923096, 5.0
Language_82, 2.2896618843078613, 2, 4, 8, 2, 3, 2.2884504795074463, 1.1442252397537231, 4.0
Language_83, 1.1469590663909912, 1, 0, 5, 1, 3, 1.1466970443725586, 1.1466970443725586, 0
Language_84, 1.151059865951538, 1, 0, 4, 1, 3, 1.150825023651123, 1.150825023651123, 0
Language_85, 1.1379029750823975, 1, 0, 6, 1, 3, 1.1375889778137207, 1.1375889778137207, 0
Language_86, 2.2729709148406982, 2, 4, 7, 1, 3, 2.2720792293548584, 1.1360396146774292, 4.0
Language_87, 2.3118479251861572, 2, 4, 8, 1, 3, 2.3108348846435547, 1.1554174423217773, 4.0
Language_88, 1.145155906677246, 1, 0, 4, 1, 3, 1.1446189880371094, 1.1446189880371094, 0
Language_89, 2.2987520694732666, 2, 3, 8, 2, 3, 2.2977652549743652, 1.1488826274871826, 3.0
Language_90, 2.307036876678467, 2, 2, 8, 2, 3, 2.305959701538086, 1.152979850769043, 2.0
Language_91, 1.1382908821105957, 1, 0, 5, 1, 3, 1.137948751449585, 1.137948751449585, 0
