Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 3.6491291522979736, 3, 5, 23, 2, 6, 3.6305599212646484, 1.2101866404215496, 4.0
Language_1, 3.7327721118927, 3, 5, 23, 2, 7, 3.7030813694000244, 1.2343604564666748, 4.0
Language_2, 6.396830081939697, 5, 9, 45, 2, 7, 6.352754831314087, 1.2705509662628174, 6.75
Language_3, 6.151988983154297, 5, 8, 36, 2, 7, 6.126222372055054, 1.2252444744110107, 4.75
Language_4, 3.739987850189209, 3, 6, 27, 3, 7, 3.712465286254883, 1.2374884287516277, 4.5
Language_5, 4.820763111114502, 4, 7, 23, 4, 7, 4.800848007202148, 1.200212001800537, 5.0
Language_6, 4.908011198043823, 4, 8, 35, 2, 7, 4.878867149353027, 1.2197167873382568, 5.666666666666667
Language_7, 2.3525989055633545, 2, 2, 9, 2, 7, 2.3513591289520264, 1.1756795644760132, 2.0
Language_8, 2.3523008823394775, 2, 3, 12, 1, 5, 2.3440661430358887, 1.1720330715179443, 3.0
Language_9, 2.352742910385132, 2, 4, 13, 2, 6, 2.35121488571167, 1.175607442855835, 4.0
Language_10, 2.4818859100341797, 2, 4, 18, 2, 7, 2.46646785736084, 1.23323392868042, 4.0
Language_11, 6.193988084793091, 5, 6, 28, 2, 7, 6.181329011917114, 1.2362658023834228, 4.25
Language_12, 5.0825889110565186, 4, 6, 28, 2, 7, 5.061898946762085, 1.2654747366905212, 5.0
Language_13, 3.645026922225952, 3, 6, 24, 3, 7, 3.6199419498443604, 1.2066473166147869, 5.0
Language_14, 3.5606021881103516, 3, 3, 19, 2, 7, 3.5311477184295654, 1.1770492394765217, 3.0
Language_15, 3.8831019401550293, 3, 4, 20, 3, 7, 3.865351915359497, 1.2884506384531658, 3.0
Language_16, 4.979913234710693, 4, 8, 36, 2, 7, 4.949475526809692, 1.237368881702423, 6.0
Language_17, 5.069286108016968, 4, 5, 29, 2, 7, 5.053238153457642, 1.2633095383644104, 4.666666666666667
Language_18, 4.7282631397247314, 4, 6, 24, 2, 6, 4.719215154647827, 1.1798037886619568, 5.0
Language_19, 3.656461000442505, 3, 4, 18, 2, 7, 3.645644426345825, 1.2152148087819417, 4.0
Language_20, 8.308059930801392, 7, 10, 43, 2, 5, 8.285069465637207, 1.1835813522338867, 6.666666666666667
Language_21, 4.7503979206085205, 4, 8, 25, 2, 6, 4.73758602142334, 1.184396505355835, 6.0
Language_22, 3.874321937561035, 3, 6, 21, 2, 7, 3.8654561042785645, 1.2884853680928547, 5.5
Language_23, 3.630074977874756, 3, 7, 23, 3, 7, 3.6128427982330322, 1.204280932744344, 5.5
Language_24, 6.334869861602783, 5, 11, 27, 4, 7, 6.32384181022644, 1.264768362045288, 8.0
Language_25, 5.064874887466431, 4, 12, 37, 2, 7, 5.028490781784058, 1.2571226954460144, 6.666666666666667
Language_26, 3.632321834564209, 3, 6, 26, 2, 6, 3.6141064167022705, 1.2047021389007568, 5.5
Language_27, 2.4141359329223633, 2, 4, 12, 2, 6, 2.4120678901672363, 1.2060339450836182, 4.0
Language_28, 3.540011167526245, 3, 5, 18, 2, 7, 3.532031297683716, 1.177343765894572, 4.0
Language_29, 3.879931926727295, 3, 5, 29, 2, 7, 3.847688913345337, 1.2825629711151123, 4.5
Language_30, 2.3999290466308594, 2, 3, 18, 2, 7, 2.3888862133026123, 1.1944431066513062, 3.0
Language_31, 3.671689987182617, 3, 5, 28, 2, 7, 3.6407828330993652, 1.2135942776997883, 4.5
Language_32, 4.787730932235718, 3, 6, 26, 2, 7, 4.767949342727661, 1.589316447575887, 5.0
Language_33, 2.4300642013549805, 2, 5, 16, 2, 6, 2.42625093460083, 1.213125467300415, 5.0
Language_34, 3.6432478427886963, 3, 4, 19, 2, 7, 3.6395833492279053, 1.213194449742635, 3.5
Language_35, 7.38400673866272, 6, 9, 53, 2, 7, 7.3334059715271, 1.2222343285878499, 5.8
Language_36, 3.704376220703125, 3, 4, 25, 2, 7, 3.6741526126861572, 1.2247175375620525, 3.5
Language_37, 3.7968289852142334, 3, 4, 28, 2, 7, 3.766141176223755, 1.255380392074585, 4.0
Language_38, 3.6600608825683594, 3, 5, 26, 3, 7, 3.627586841583252, 1.209195613861084, 4.5
Language_39, 3.6377038955688477, 3, 4, 23, 2, 7, 3.6145331859588623, 1.2048443953196208, 3.5
Language_40, 2.4380102157592773, 2, 4, 14, 2, 7, 2.4174840450286865, 1.2087420225143433, 4.0
Language_41, 2.5144941806793213, 2, 5, 21, 2, 7, 2.4856739044189453, 1.2428369522094727, 5.0
Language_42, 5.047794818878174, 4, 5, 37, 2, 7, 5.011701345443726, 1.2529253363609314, 5.0
Language_43, 3.5483109951019287, 3, 9, 21, 2, 6, 3.5309062004089355, 1.1769687334696453, 6.5
Language_44, 3.8743669986724854, 3, 9, 26, 1, 7, 3.8524436950683594, 1.2841478983561199, 7.5
Language_45, 3.7838540077209473, 3, 8, 27, 3, 7, 3.7490170001983643, 1.2496723333994548, 7.0
Language_46, 5.2518150806427, 4, 9, 27, 3, 7, 5.230333089828491, 1.3075832724571228, 7.0
Language_47, 4.855287790298462, 4, 6, 30, 3, 7, 4.833765506744385, 1.2084413766860962, 4.666666666666667
Language_48, 6.765039682388306, 5, 5, 45, 2, 7, 6.726854085922241, 1.3453708171844483, 4.25
Language_49, 6.078896999359131, 5, 13, 37, 3, 7, 6.045568466186523, 1.2091136932373048, 8.0
Language_50, 3.6034162044525146, 3, 5, 21, 2, 6, 3.59096360206604, 1.1969878673553467, 4.0
Language_51, 3.7397871017456055, 3, 5, 21, 2, 7, 3.718364953994751, 1.239454984664917, 4.0
Language_52, 4.9903271198272705, 4, 6, 31, 2, 7, 4.963623046875, 1.24090576171875, 4.333333333333333
Language_53, 5.936975002288818, 5, 7, 20, 3, 6, 5.931304216384888, 1.1862608432769775, 5.75
Language_54, 3.9104461669921875, 3, 8, 29, 2, 7, 3.8789424896240234, 1.2929808298746746, 6.5
Language_55, 3.576977014541626, 3, 5, 17, 2, 6, 3.5743532180786133, 1.191451072692871, 4.5
Language_56, 3.1564180850982666, 2, 5, 18, 3, 7, 3.14389705657959, 1.571948528289795, 5.0
Language_57, 4.800707817077637, 4, 12, 25, 3, 6, 4.783519983291626, 1.1958799958229065, 7.666666666666667
Language_58, 3.84128999710083, 3, 6, 25, 2, 7, 3.817352056503296, 1.2724506855010986, 5.0
Language_59, 2.3185648918151855, 2, 5, 7, 1, 5, 2.313419818878174, 1.156709909439087, 5.0
Language_60, 2.4781649112701416, 2, 5, 19, 2, 7, 2.4505720138549805, 1.2252860069274902, 5.0
Language_61, 4.957297086715698, 4, 5, 32, 3, 7, 4.926972150802612, 1.231743037700653, 3.3333333333333335
Language_62, 6.348611116409302, 5, 10, 43, 4, 7, 6.303737640380859, 1.260747528076172, 8.0
Language_63, 7.671985149383545, 6, 7, 50, 2, 7, 7.623873233795166, 1.270645538965861, 5.0
Language_64, 6.122251987457275, 5, 5, 35, 2, 7, 6.104030609130859, 1.2208061218261719, 4.5
Language_65, 2.5906758308410645, 2, 6, 21, 1, 7, 2.5700631141662598, 1.2850315570831299, 6.0
Language_66, 2.4625089168548584, 2, 4, 17, 2, 7, 2.4412357807159424, 1.2206178903579712, 4.0
Language_67, 3.8408021926879883, 3, 5, 29, 2, 7, 3.8082380294799805, 1.269412676493327, 4.5
Language_68, 4.9260029792785645, 4, 6, 31, 2, 7, 4.903535842895508, 1.225883960723877, 5.0
Language_69, 8.904253959655762, 7, 10, 56, 2, 7, 8.855448007583618, 1.265064001083374, 5.166666666666667
Language_70, 5.154414176940918, 4, 9, 34, 4, 7, 5.121795892715454, 1.2804489731788635, 6.0
Language_71, 6.229643821716309, 5, 8, 39, 2, 7, 6.203329086303711, 1.240665817260742, 5.5
Language_72, 2.417492151260376, 2, 4, 16, 2, 7, 2.3968398571014404, 1.1984199285507202, 4.0
Language_73, 3.7278518676757812, 3, 3, 24, 3, 7, 3.709225654602051, 1.2364085515340169, 2.5
Language_74, 5.381317853927612, 4, 6, 33, 2, 7, 5.359073877334595, 1.3397684693336487, 5.0
Language_75, 4.860021114349365, 4, 5, 31, 2, 6, 4.8393402099609375, 1.2098350524902344, 4.0
Language_76, 2.4594860076904297, 2, 3, 17, 2, 7, 2.438486099243164, 1.219243049621582, 3.0
Language_77, 3.6678860187530518, 3, 6, 22, 2, 7, 3.64454984664917, 1.2148499488830566, 4.5
Language_78, 4.783395051956177, 4, 6, 21, 2, 6, 4.775825023651123, 1.1939562559127808, 5.0
Language_79, 3.812861919403076, 3, 8, 16, 2, 7, 3.7917044162750244, 1.2639014720916748, 6.5
Language_80, 3.7754709720611572, 3, 3, 29, 3, 7, 3.7405712604522705, 1.2468570868174236, 2.5
Language_81, 5.010812044143677, 4, 16, 34, 2, 7, 4.9748523235321045, 1.2437130808830261, 9.666666666666666
Language_82, 3.748582124710083, 3, 6, 29, 2, 7, 3.7188880443573, 1.2396293481190999, 5.0
Language_83, 2.4205100536346436, 2, 3, 18, 2, 7, 2.3982088565826416, 1.1991044282913208, 3.0
Language_84, 3.800132989883423, 3, 4, 21, 2, 7, 3.7833452224731445, 1.2611150741577148, 4.0
Language_85, 3.8592660427093506, 3, 5, 23, 2, 7, 3.854310989379883, 1.2847703297932942, 4.5
Language_86, 3.6836941242218018, 3, 6, 18, 2, 7, 3.667686700820923, 1.2225622336069744, 4.5
Language_87, 4.878932237625122, 4, 5, 28, 3, 7, 4.850986957550049, 1.2127467393875122, 4.0
Language_88, 2.459930896759033, 2, 3, 14, 2, 7, 2.4578030109405518, 1.2289015054702759, 3.0
Language_89, 3.802320957183838, 3, 6, 26, 2, 7, 3.778960704803467, 1.2596535682678223, 5.5
Language_90, 3.572941780090332, 3, 8, 27, 2, 6, 3.55426287651062, 1.1847542921702068, 6.0
Language_91, 2.600446939468384, 2, 4, 19, 2, 7, 2.5725820064544678, 1.2862910032272339, 4.0
Language_92, 2.438162326812744, 2, 3, 14, 2, 7, 2.42081880569458, 1.21040940284729, 3.0
Language_93, 4.9993720054626465, 4, 9, 38, 2, 7, 4.961287260055542, 1.2403218150138855, 5.333333333333333
Language_94, 3.7235770225524902, 3, 6, 22, 1, 7, 3.7076025009155273, 1.2358675003051758, 5.0
Language_95, 5.878087997436523, 5, 7, 18, 3, 6, 5.873684644699097, 1.1747369289398193, 5.25
Language_96, 4.998317003250122, 4, 6, 29, 2, 7, 4.967904090881348, 1.241976022720337, 5.0
Language_97, 3.6011691093444824, 3, 5, 24, 2, 7, 3.578998565673828, 1.1929995218912761, 4.0
Language_98, 3.7230441570281982, 3, 6, 23, 2, 7, 3.699955701828003, 1.233318567276001, 5.0
Language_99, 4.970353841781616, 4, 6, 35, 3, 7, 4.933558464050293, 1.2333896160125732, 5.0

Average, 4.23057710647583, 3.4, 6.07, 25.87, 2.21, 6.78, 4.208472368717193, 1.2375390938520432, 4.866333333333333, 7, 100
