Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 101.63286519050598, 3, 6, 43, 3, 12, 101.2599048614502, 33.7533016204834, 5.5
Language_1, 299.32382011413574, 5, 7, 61, 4, 11, 298.80760526657104, 59.76152105331421, 5.5
Language_2, 165.9484658241272, 5, 8, 63, 2, 12, 165.25145435333252, 33.0502908706665, 5.5
Language_3, 19.647253036499023, 4, 8, 50, 3, 11, 19.236912965774536, 4.809228241443634, 6.0
Language_4, 250.1948208808899, 5, 6, 60, 3, 12, 249.847829580307, 49.9695659160614, 4.5
Language_5, 16.42550301551819, 5, 7, 61, 3, 11, 15.993053913116455, 3.198610782623291, 5.25
Language_6, 11.047780990600586, 2, 3, 15, 1, 12, 10.82691216468811, 5.413456082344055, 3.0
Language_7, SAT Failed
Language_8, 44.867663860321045, 4, 8, 52, 2, 11, 44.479196071624756, 11.119799017906189, 6.0
Language_9, SAT Failed
Language_10, 117.21052813529968, 6, 11, 44, 3, 12, 117.14383912086487, 19.52397318681081, 8.4
Language_11, SAT Failed
Language_12, 52.650145053863525, 6, 8, 75, 2, 11, 52.23248529434204, 8.705414215723673, 5.2
Language_13, 48.04446601867676, 6, 6, 66, 3, 11, 47.633410692214966, 7.938901782035828, 4.8
Language_14, 254.96984720230103, 7, 9, 91, 4, 12, 254.49289178848267, 36.356127398354666, 6.5
Language_15, SAT Failed
Language_16, 262.65886998176575, 6, 8, 83, 3, 12, 262.04362320899963, 43.67393720149994, 6.0
Language_17, 263.23048281669617, 4, 7, 45, 4, 12, 262.7413806915283, 65.68534517288208, 5.0
Language_18, 68.87670874595642, 5, 6, 70, 2, 12, 68.31056594848633, 13.662113189697266, 5.0
Language_19, 57.196938037872314, 3, 6, 36, 3, 11, 56.814536809921265, 18.938178936640423, 4.5
Language_20, 72.57843780517578, 9, 7, 43, 3, 11, 72.55141162872314, 8.061267958747017, 5.75
Language_21, SAT Failed
Language_22, 273.61379313468933, 3, 5, 36, 4, 12, 273.3151230812073, 91.10504102706909, 5.0
Language_23, SAT Failed
Language_24, 95.45040988922119, 4, 9, 48, 2, 12, 95.16737961769104, 23.79184490442276, 6.333333333333333
Language_25, 145.14947199821472, 3, 7, 37, 2, 11, 144.83471775054932, 48.278239250183105, 5.0
Language_26, 103.47564506530762, 4, 8, 59, 2, 12, 102.92527508735657, 25.731318771839142, 5.333333333333333
Language_27, SAT Failed
Language_28, 101.75439691543579, 2, 2, 31, 2, 12, 101.19786095619202, 50.59893047809601, 2.0
Language_29, 42.365463972091675, 6, 8, 62, 4, 11, 42.13097095489502, 7.021828492482503, 5.8
Language_30, 289.56760597229004, 6, 9, 64, 3, 12, 289.27631306648254, 48.21271884441376, 6.6
Language_31, 7.620337963104248, 3, 6, 36, 2, 11, 7.306473970413208, 2.4354913234710693, 5.0
Language_32, 40.6748149394989, 3, 9, 36, 2, 11, 40.29641056060791, 13.43213685353597, 7.0
Language_33, 43.83412504196167, 6, 9, 33, 3, 11, 43.82071089744568, 7.303451816240947, 5.8
Language_34, 54.55786395072937, 5, 13, 70, 3, 11, 54.06493902206421, 10.812987804412842, 7.25
Language_35, 136.681893825531, 4, 7, 50, 2, 11, 136.21175980567932, 34.05293995141983, 5.0
Language_36, 143.2829031944275, 5, 7, 64, 3, 12, 142.68022680282593, 28.536045360565186, 5.0
Language_37, 105.2405469417572, 6, 8, 93, 2, 12, 104.5396420955658, 17.4232736825943, 6.8
Language_38, SAT Failed
Language_39, 47.033504009246826, 4, 5, 50, 3, 10, 46.709301471710205, 11.677325367927551, 4.666666666666667
Language_40, 217.23570680618286, 4, 5, 55, 2, 12, 216.67704391479492, 54.16926097869873, 4.333333333333333
Language_41, SAT Failed
Language_42, 114.97658324241638, 5, 12, 63, 4, 12, 114.31220984458923, 22.862441968917846, 7.5
Language_43, 20.312331914901733, 4, 6, 42, 3, 12, 19.8648042678833, 4.966201066970825, 5.0
Language_44, SAT Failed
Language_45, 24.189362049102783, 3, 6, 37, 4, 11, 23.857911109924316, 7.9526370366414385, 4.5
Language_46, 128.11683106422424, 4, 8, 54, 2, 12, 127.45708775520325, 31.86427193880081, 5.666666666666667
Language_47, 266.95302295684814, 5, 9, 69, 3, 12, 266.27692580223083, 53.25538516044617, 5.5
Language_48, SAT Failed
Language_49, 27.497385025024414, 3, 4, 39, 3, 11, 27.098647117614746, 9.032882372538248, 4.0
Language_50, 132.65381026268005, 9, 7, 123, 3, 12, 131.93831992149353, 14.659813324610392, 6.0
Language_51, 32.52517294883728, 4, 7, 54, 3, 11, 32.04953670501709, 8.012384176254272, 5.0
Language_52, 190.9657289981842, 7, 8, 85, 3, 11, 190.5744276046753, 27.22491822923933, 6.166666666666667
Language_53, 180.00315690040588, 5, 7, 60, 2, 12, 179.52412724494934, 35.90482544898987, 4.75
Language_54, 26.897950887680054, 3, 6, 26, 3, 11, 26.89009141921997, 8.963363806406656, 4.5
Language_55, 153.94735169410706, 6, 10, 64, 2, 12, 153.47329831123352, 25.578883051872253, 6.8
Language_56, 274.03207182884216, 7, 9, 74, 3, 12, 273.73637557029724, 39.10519651004246, 6.333333333333333
Language_57, 25.422596216201782, 4, 6, 47, 3, 12, 24.860788822174072, 6.215197205543518, 4.333333333333333
Language_58, 10.215238809585571, 3, 7, 40, 3, 11, 9.828830242156982, 3.2762767473856607, 5.0
Language_59, SAT Failed
Language_60, 227.60918307304382, 5, 10, 74, 3, 12, 227.017395734787, 45.403479146957395, 5.75
Language_61, 160.70169591903687, 4, 7, 47, 3, 12, 160.32767510414124, 40.08191877603531, 6.0
Language_62, 8.248021125793457, 4, 7, 47, 3, 10, 7.975682020187378, 1.9939205050468445, 6.0
Language_63, 15.803284168243408, 3, 6, 39, 3, 10, 15.473835945129395, 5.157945315043132, 4.5
Language_64, 64.67277002334595, 3, 8, 40, 3, 11, 64.17441201210022, 21.391470670700073, 6.0
Language_65, SAT Failed
Language_66, 107.52338218688965, 5, 6, 61, 3, 12, 107.05069923400879, 21.41013984680176, 4.5
Language_67, 114.58116602897644, 7, 8, 43, 2, 12, 114.5636887550354, 16.366241250719344, 6.166666666666667
Language_68, 84.30795001983643, 4, 6, 45, 3, 11, 83.989431142807, 20.99735778570175, 4.333333333333333
Language_69, 42.20826697349548, 6, 8, 74, 3, 12, 41.8069384098053, 6.967823068300883, 4.8
Language_70, 281.33395409584045, 4, 8, 43, 2, 12, 281.2088670730591, 70.30221676826477, 5.333333333333333
Language_71, 22.747766971588135, 2, 4, 34, 2, 12, 22.3712739944458, 11.1856369972229, 4.0
Language_72, SAT Failed
Language_73, 26.301018953323364, 4, 5, 43, 3, 11, 25.836220264434814, 6.459055066108704, 4.333333333333333
Language_74, 134.3002381324768, 5, 12, 54, 3, 11, 133.89249444007874, 26.778498888015747, 7.5
Language_75, 128.50017094612122, 3, 7, 38, 3, 12, 128.13496685028076, 42.711655616760254, 5.0
Language_76, 8.103103876113892, 4, 5, 34, 2, 9, 8.049689292907715, 2.0124223232269287, 4.0
Language_77, 12.223498821258545, 2, 4, 26, 3, 12, 12.14225721359253, 6.071128606796265, 4.0
Language_78, SAT Failed
Language_79, 21.60784077644348, 5, 6, 55, 3, 10, 21.321592807769775, 4.264318561553955, 5.0
Language_80, 55.91288900375366, 5, 7, 55, 2, 11, 55.59064030647278, 11.118128061294556, 6.0
Language_81, 53.02900195121765, 6, 6, 82, 3, 11, 52.50712513923645, 8.751187523206076, 4.4
Language_82, SAT Failed
Language_83, 18.505199193954468, 2, 3, 28, 2, 11, 18.127301931381226, 9.063650965690613, 3.0
Language_84, 24.04393696784973, 3, 5, 35, 3, 11, 23.7851300239563, 7.9283766746521, 5.0
Language_85, 23.67268395423889, 4, 11, 51, 2, 11, 23.28178334236145, 5.8204458355903625, 6.666666666666667
Language_86, 45.288264989852905, 5, 6, 53, 3, 11, 45.01921200752258, 9.003842401504517, 4.75
Language_87, 94.90944623947144, 3, 12, 46, 2, 12, 94.35195302963257, 31.45065100987752, 7.0
Language_88, 257.04707407951355, 6, 6, 62, 4, 11, 256.7551357746124, 42.79252262910207, 4.8
Language_89, 161.56934213638306, 4, 6, 47, 3, 12, 161.2351357936859, 40.30878394842148, 4.333333333333333
Language_90, SAT Failed
Language_91, 59.3438401222229, 3, 6, 31, 3, 12, 59.31338286399841, 19.771127621332806, 4.5
Language_92, 51.04472017288208, 5, 7, 62, 3, 12, 50.55216312408447, 10.110432624816895, 5.25
Language_93, SAT Failed
Language_94, SAT Failed
Language_95, SAT Failed
Language_96, SAT Failed
Language_97, 159.80895495414734, 3, 5, 45, 2, 12, 159.1644730567932, 53.054824352264404, 4.0
Language_98, SAT Failed
Language_99, SAT Failed

Average, 104.25584858423704, 4.467532467532467, 7.103896103896104, 52.63636363636363, 2.7532467532467533, 11.441558441558442, 103.86474158237507, 23.322178550912685, 5.289393939393939, 9, 77
