Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 1.2273108959197998, 1, 0, 4, 1, 2, 1.2266790866851807, 1.2266790866851807, 0
Language_1, 1.1461288928985596, 1, 0, 4, 1, 2, 1.1456067562103271, 1.1456067562103271, 0
Language_2, 1.149303913116455, 1, 0, 4, 1, 2, 1.1489219665527344, 1.1489219665527344, 0
Language_3, 1.146780252456665, 1, 0, 4, 1, 2, 1.1462469100952148, 1.1462469100952148, 0
Language_4, 1.147695779800415, 1, 0, 4, 1, 2, 1.1471798419952393, 1.1471798419952393, 0
Language_5, 1.149338960647583, 1, 0, 4, 1, 2, 1.148818016052246, 1.148818016052246, 0
Language_6, 1.1463780403137207, 1, 0, 4, 1, 2, 1.145866870880127, 1.145866870880127, 0
Language_7, 1.1474800109863281, 1, 0, 4, 1, 2, 1.1469571590423584, 1.1469571590423584, 0
Language_8, 1.1273510456085205, 1, 0, 4, 1, 2, 1.1268231868743896, 1.1268231868743896, 0
Language_9, 1.1749918460845947, 1, 0, 4, 1, 2, 1.1744608879089355, 1.1744608879089355, 0
Language_10, 1.1572339534759521, 1, 0, 4, 1, 2, 1.1567049026489258, 1.1567049026489258, 0
Language_11, 1.1385490894317627, 1, 0, 4, 1, 2, 1.1380290985107422, 1.1380290985107422, 0
Language_12, 2.301635980606079, 2, 3, 5, 1, 2, 2.30073881149292, 1.15036940574646, 3.0
Language_13, 1.142711877822876, 1, 0, 4, 1, 2, 1.1422100067138672, 1.1422100067138672, 0
Language_14, 1.1444017887115479, 1, 0, 4, 1, 2, 1.1439018249511719, 1.1439018249511719, 0
Language_15, 1.1319527626037598, 1, 0, 4, 1, 2, 1.1314079761505127, 1.1314079761505127, 0
Language_16, 1.1291992664337158, 1, 0, 4, 1, 2, 1.1286768913269043, 1.1286768913269043, 0
Language_17, 1.1595771312713623, 1, 0, 4, 1, 2, 1.1590640544891357, 1.1590640544891357, 0
Language_18, 1.1439170837402344, 1, 0, 4, 1, 2, 1.1435389518737793, 1.1435389518737793, 0
Language_19, 1.1394250392913818, 1, 0, 4, 1, 2, 1.1388988494873047, 1.1388988494873047, 0
Language_20, 1.176896095275879, 1, 0, 4, 1, 2, 1.1763882637023926, 1.1763882637023926, 0
Language_21, 1.1419568061828613, 1, 0, 3, 1, 2, 1.1415300369262695, 1.1415300369262695, 0
Language_22, 1.157783031463623, 1, 0, 4, 1, 2, 1.157275915145874, 1.157275915145874, 0
Language_23, 1.1551172733306885, 1, 0, 4, 1, 2, 1.1545860767364502, 1.1545860767364502, 0
Language_24, 1.1645839214324951, 1, 0, 4, 1, 2, 1.1640357971191406, 1.1640357971191406, 0
Language_25, 2.291722059249878, 2, 4, 7, 1, 2, 2.290538787841797, 1.1452693939208984, 4.0
Language_26, 1.140369176864624, 1, 0, 4, 1, 2, 1.1398320198059082, 1.1398320198059082, 0
Language_27, 1.1393771171569824, 1, 0, 4, 1, 2, 1.1388640403747559, 1.1388640403747559, 0
Language_28, 1.1348090171813965, 1, 0, 3, 1, 2, 1.1343820095062256, 1.1343820095062256, 0
Language_29, 1.1429510116577148, 1, 0, 4, 1, 2, 1.1424360275268555, 1.1424360275268555, 0
Language_30, 1.1352670192718506, 1, 0, 4, 1, 2, 1.134756088256836, 1.134756088256836, 0
Language_31, 1.1565921306610107, 1, 0, 4, 1, 2, 1.156069040298462, 1.156069040298462, 0
Language_32, 1.1425199508666992, 1, 0, 4, 1, 2, 1.1420059204101562, 1.1420059204101562, 0
Language_33, 1.1768968105316162, 1, 0, 4, 1, 2, 1.1763780117034912, 1.1763780117034912, 0
Language_34, 1.1436238288879395, 1, 0, 4, 1, 2, 1.1431071758270264, 1.1431071758270264, 0
Language_35, 1.144205093383789, 1, 0, 4, 1, 2, 1.1436958312988281, 1.1436958312988281, 0
Language_36, 1.149562120437622, 1, 0, 4, 1, 2, 1.149054765701294, 1.149054765701294, 0
Language_37, 1.1352448463439941, 1, 0, 4, 1, 2, 1.1347239017486572, 1.1347239017486572, 0
Language_38, 1.146637201309204, 1, 0, 4, 1, 2, 1.1461131572723389, 1.1461131572723389, 0
Language_39, 1.1047289371490479, 1, 0, 4, 1, 2, 1.1042149066925049, 1.1042149066925049, 0
Language_40, 1.143650770187378, 1, 0, 4, 1, 2, 1.1431150436401367, 1.1431150436401367, 0
Language_41, 1.1631276607513428, 1, 0, 4, 1, 2, 1.1626160144805908, 1.1626160144805908, 0
Language_42, 1.1547291278839111, 1, 0, 4, 1, 2, 1.1542232036590576, 1.1542232036590576, 0
Language_43, 1.1617541313171387, 1, 0, 4, 1, 2, 1.1612422466278076, 1.1612422466278076, 0
Language_44, 1.160822868347168, 1, 0, 4, 1, 2, 1.1603100299835205, 1.1603100299835205, 0
Language_45, 1.1397919654846191, 1, 0, 4, 1, 2, 1.139258861541748, 1.139258861541748, 0
Language_46, 1.1433417797088623, 1, 0, 4, 1, 2, 1.1428320407867432, 1.1428320407867432, 0
Language_47, 1.185086965560913, 1, 0, 4, 1, 2, 1.1845707893371582, 1.1845707893371582, 0
Language_48, 1.142672061920166, 1, 0, 4, 1, 2, 1.1421539783477783, 1.1421539783477783, 0
Language_49, 1.1443500518798828, 1, 0, 4, 1, 2, 1.1438357830047607, 1.1438357830047607, 0
Language_50, 1.1394238471984863, 1, 0, 4, 1, 2, 1.1390461921691895, 1.1390461921691895, 0
Language_51, 2.2751948833465576, 2, 3, 7, 1, 2, 2.2739882469177246, 1.1369941234588623, 3.0
Language_52, 1.1402831077575684, 1, 0, 4, 1, 2, 1.1397759914398193, 1.1397759914398193, 0
Language_53, 1.1418838500976562, 1, 0, 4, 1, 2, 1.1413750648498535, 1.1413750648498535, 0
Language_54, 1.1478691101074219, 1, 0, 4, 1, 2, 1.1473429203033447, 1.1473429203033447, 0
Language_55, 1.1545672416687012, 1, 0, 4, 1, 2, 1.1540379524230957, 1.1540379524230957, 0
Language_56, 1.1483979225158691, 1, 0, 4, 1, 2, 1.1478772163391113, 1.1478772163391113, 0
Language_57, 1.1400272846221924, 1, 0, 4, 1, 2, 1.139516830444336, 1.139516830444336, 0
Language_58, 1.1316940784454346, 1, 0, 4, 1, 2, 1.1311547756195068, 1.1311547756195068, 0
Language_59, 1.1744859218597412, 1, 0, 4, 1, 2, 1.173969030380249, 1.173969030380249, 0
Language_60, 1.1399450302124023, 1, 0, 4, 1, 2, 1.1394259929656982, 1.1394259929656982, 0
Language_61, 1.1449813842773438, 1, 0, 4, 1, 2, 1.1444673538208008, 1.1444673538208008, 0
Language_62, 1.1489098072052002, 1, 0, 4, 1, 2, 1.1483871936798096, 1.1483871936798096, 0
Language_63, 1.1460680961608887, 1, 0, 4, 1, 2, 1.1455450057983398, 1.1455450057983398, 0
Language_64, 1.1360869407653809, 1, 0, 4, 1, 2, 1.1355741024017334, 1.1355741024017334, 0
Language_65, 1.1395399570465088, 1, 0, 4, 1, 2, 1.139024019241333, 1.139024019241333, 0
Language_66, 1.1338529586791992, 1, 0, 4, 1, 2, 1.1333489418029785, 1.1333489418029785, 0
Language_67, 1.1459579467773438, 1, 0, 4, 1, 2, 1.1454298496246338, 1.1454298496246338, 0
Language_68, 1.1477539539337158, 1, 0, 4, 1, 2, 1.1472218036651611, 1.1472218036651611, 0
Language_69, 1.1407520771026611, 1, 0, 4, 1, 2, 1.1402268409729004, 1.1402268409729004, 0
Language_70, 1.1404459476470947, 1, 0, 4, 1, 2, 1.1399078369140625, 1.1399078369140625, 0
Language_71, 1.161937952041626, 1, 0, 4, 1, 2, 1.161419153213501, 1.161419153213501, 0
Language_72, 1.1613471508026123, 1, 0, 4, 1, 2, 1.1608169078826904, 1.1608169078826904, 0
Language_73, 1.1419918537139893, 1, 0, 4, 1, 2, 1.1414611339569092, 1.1414611339569092, 0
Language_74, 1.1391761302947998, 1, 0, 4, 1, 2, 1.1386470794677734, 1.1386470794677734, 0
Language_75, 1.1478850841522217, 1, 0, 4, 1, 2, 1.147352695465088, 1.147352695465088, 0
Language_76, 1.1355609893798828, 1, 0, 4, 1, 2, 1.1350429058074951, 1.1350429058074951, 0
Language_77, 1.147134780883789, 1, 0, 4, 1, 2, 1.146592140197754, 1.146592140197754, 0
Language_78, 1.176914930343628, 1, 0, 4, 1, 2, 1.1763818264007568, 1.1763818264007568, 0
Language_79, 1.1464931964874268, 1, 0, 4, 1, 2, 1.1459591388702393, 1.1459591388702393, 0
Language_80, 1.1397030353546143, 1, 0, 4, 1, 2, 1.1391799449920654, 1.1391799449920654, 0
Language_81, 1.1400330066680908, 1, 0, 4, 1, 2, 1.1395061016082764, 1.1395061016082764, 0
Language_82, 1.1370482444763184, 1, 0, 4, 1, 2, 1.1365289688110352, 1.1365289688110352, 0
Language_83, 1.1794788837432861, 1, 0, 4, 1, 2, 1.17901611328125, 1.17901611328125, 0
Language_84, 1.1421172618865967, 1, 0, 4, 1, 2, 1.1415941715240479, 1.1415941715240479, 0
Language_85, 1.1430168151855469, 1, 0, 4, 1, 2, 1.1424870491027832, 1.1424870491027832, 0
Language_86, 1.1344847679138184, 1, 0, 4, 1, 2, 1.1339659690856934, 1.1339659690856934, 0
Language_87, 2.2705600261688232, 2, 4, 7, 1, 2, 2.2693657875061035, 1.1346828937530518, 4.0
Language_88, 1.1779630184173584, 1, 0, 4, 1, 2, 1.177448034286499, 1.177448034286499, 0
Language_89, 1.1408390998840332, 1, 0, 4, 1, 2, 1.140307903289795, 1.140307903289795, 0
Language_90, 1.15885591506958, 1, 0, 4, 1, 2, 1.158318042755127, 1.158318042755127, 0
Language_91, 1.1484999656677246, 1, 0, 4, 1, 2, 1.1479747295379639, 1.1479747295379639, 0
Language_92, 1.1522948741912842, 1, 0, 3, 1, 2, 1.1518590450286865, 1.1518590450286865, 0
Language_93, 1.1423673629760742, 1, 0, 4, 1, 2, 1.1418440341949463, 1.1418440341949463, 0
Language_94, 1.1376667022705078, 1, 0, 4, 1, 2, 1.1371262073516846, 1.1371262073516846, 0
Language_95, 1.1793479919433594, 1, 0, 4, 1, 2, 1.1788270473480225, 1.1788270473480225, 0
Language_96, 1.148019790649414, 1, 0, 4, 1, 2, 1.1475000381469727, 1.1475000381469727, 0
Language_97, 1.1535592079162598, 1, 0, 3, 1, 2, 1.153191089630127, 1.153191089630127, 0
Language_98, 1.139366865158081, 1, 0, 4, 1, 2, 1.1388370990753174, 1.1388370990753174, 0
Language_99, 1.136528730392456, 1, 0, 4, 1, 2, 1.1360080242156982, 1.1360080242156982, 0

Average, 1.193898494243622, 1.04, 0.14, 4.06, 1.0, 2.0, 1.1933607935905457, 1.147687635421753, 0.14, 2, 100
