Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 66.02180290222168, 3, 4, 47, 2, 12, 64.9744815826416, 21.6581605275472, 3.5
Language_1, 69.26390981674194, 2, 5, 38, 1, 12, 68.0069408416748, 34.0034704208374, 5.0
Language_2, 122.0730049610138, 2, 4, 37, 2, 12, 120.79842185974121, 60.399210929870605, 4.0
Language_3, 49.31292200088501, 2, 4, 35, 2, 12, 48.004318714141846, 24.002159357070923, 4.0
Language_4, 39.03185176849365, 2, 3, 37, 2, 12, 37.76910209655762, 18.88455104827881, 3.0
Language_5, 37.46212410926819, 3, 5, 51, 1, 12, 36.186522483825684, 12.062174161275228, 4.5
Language_6, 130.14897990226746, 2, 3, 36, 2, 12, 128.89075803756714, 64.44537901878357, 3.0
Language_7, 148.6840100288391, 6, 6, 95, 2, 12, 147.27799606323242, 24.546332677205402, 5.2
Language_8, 106.39383673667908, 4, 4, 62, 2, 12, 105.07682085037231, 26.26920521259308, 3.3333333333333335
Language_9, 35.990687131881714, 3, 4, 50, 2, 12, 34.63567924499512, 11.545226414998373, 3.5
Language_10, 143.6990180015564, 4, 5, 61, 2, 12, 142.40960097312927, 35.60240024328232, 4.666666666666667
Language_11, 158.23887825012207, 5, 5, 75, 2, 12, 156.89790391921997, 31.379580783843995, 4.25
Language_12, 44.44726204872131, 2, 2, 37, 2, 12, 43.13797378540039, 21.568986892700195, 2.0
Language_13, 56.50672388076782, 3, 4, 50, 2, 12, 55.25879621505737, 18.41959873835246, 4.0
Language_14, 103.61249113082886, 4, 6, 64, 2, 12, 102.25551557540894, 25.563878893852234, 4.666666666666667
Language_15, 93.797926902771, 5, 4, 74, 2, 12, 92.60384917259216, 18.520769834518433, 4.0
Language_16, 57.95494794845581, 3, 5, 52, 2, 12, 56.67551875114441, 18.891839583714802, 4.5
Language_17, 125.74581670761108, 5, 5, 71, 2, 11, 124.91138124465942, 24.982276248931885, 4.5
Language_18, 67.37028098106384, 4, 4, 64, 3, 12, 66.0683126449585, 16.517078161239624, 3.0
Language_19, 43.97866201400757, 3, 4, 49, 2, 12, 42.89745903015137, 14.299153010050455, 4.0
Language_20, 37.23796200752258, 2, 3, 37, 2, 12, 35.92648911476135, 17.963244557380676, 3.0
Language_21, 236.52164697647095, 8, 5, 119, 2, 12, 235.04485607147217, 29.38060700893402, 4.285714285714286
Language_22, SAT Failed
Language_23, 186.52910900115967, 4, 5, 63, 1, 12, 185.1827118396759, 46.295677959918976, 4.333333333333333
Language_24, SAT Failed
Language_25, SAT Failed
Language_26, SAT Failed
Language_27, 31.3076651096344, 2, 4, 37, 1, 12, 29.984360694885254, 14.992180347442627, 4.0
Language_28, 42.119035959243774, 2, 3, 37, 2, 12, 40.806695222854614, 20.403347611427307, 3.0
Language_29, SAT Failed
Language_30, 117.00802612304688, 4, 5, 64, 2, 12, 115.6353280544281, 28.908832013607025, 4.333333333333333
Language_31, 217.47979378700256, 3, 7, 51, 2, 12, 216.1523299217224, 72.05077664057414, 5.5
Language_32, SAT Failed
Language_33, 29.90799307823181, 2, 4, 36, 1, 12, 28.80191993713379, 14.400959968566895, 4.0
Language_34, 42.89703679084778, 4, 4, 64, 2, 12, 41.612669944763184, 10.403167486190796, 4.0
Language_35, SAT Failed
Language_36, SAT Failed
Language_37, 167.5462601184845, 2, 4, 35, 1, 12, 166.27375316619873, 83.13687658309937, 4.0
Language_38, 41.27902793884277, 2, 4, 37, 2, 12, 39.99335217475891, 19.996676087379456, 4.0
Language_39, 134.150780916214, 4, 5, 64, 3, 12, 132.84573793411255, 33.21143448352814, 4.333333333333333
Language_40, 169.28241991996765, 4, 5, 65, 2, 12, 167.90025806427002, 41.975064516067505, 4.333333333333333
Language_41, 39.56742024421692, 2, 5, 34, 1, 12, 38.29495191574097, 19.147475957870483, 5.0
Language_42, 54.84446573257446, 3, 5, 52, 2, 12, 53.51041507720947, 17.836805025736492, 4.5
Language_43, SAT Failed
Language_44, 27.001381158828735, 2, 4, 34, 2, 12, 25.904367208480835, 12.952183604240417, 4.0
Language_45, 178.64587688446045, 3, 7, 45, 2, 12, 177.36306071281433, 59.121020237604775, 5.5
Language_46, 223.40576720237732, 4, 5, 65, 2, 12, 222.051766872406, 55.5129417181015, 4.0
Language_47, SAT Failed
