Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 1.1941890716552734, 1, 0, 4, 1, 2, 1.1939542293548584, 1.1939542293548584, 0
Language_1, 2.3091981410980225, 2, 4, 5, 1, 2, 2.308758020401001, 1.1543790102005005, 4.0
Language_2, 1.1382842063903809, 1, 0, 2, 1, 2, 1.1381378173828125, 1.1381378173828125, 0
Language_3, 1.1679160594940186, 1, 0, 4, 1, 2, 1.1676251888275146, 1.1676251888275146, 0
Language_4, 1.1490139961242676, 1, 0, 4, 1, 2, 1.148745059967041, 1.148745059967041, 0
Language_5, 2.29478120803833, 2, 4, 6, 1, 2, 2.2943191528320312, 1.1471595764160156, 4.0
Language_6, 1.149557113647461, 1, 0, 3, 1, 2, 1.1493148803710938, 1.1493148803710938, 0
Language_7, 1.1340031623840332, 1, 0, 4, 1, 2, 1.13372802734375, 1.13372802734375, 0
Language_8, 1.1354789733886719, 1, 0, 2, 1, 2, 1.1353230476379395, 1.1353230476379395, 0
Language_9, 2.297360897064209, 2, 4, 6, 1, 2, 2.2967610359191895, 1.1483805179595947, 4.0
Language_10, 1.1496970653533936, 1, 0, 3, 1, 2, 1.1495120525360107, 1.1495120525360107, 0
Language_11, 1.1443428993225098, 1, 0, 4, 1, 2, 1.144054889678955, 1.144054889678955, 0
Language_12, 1.1421830654144287, 1, 0, 4, 1, 2, 1.1419548988342285, 1.1419548988342285, 0
Language_13, 1.1389319896697998, 1, 0, 3, 1, 2, 1.1387290954589844, 1.1387290954589844, 0
Language_14, 1.132774829864502, 1, 0, 4, 1, 2, 1.1324989795684814, 1.1324989795684814, 0
Language_15, 1.133777141571045, 1, 0, 2, 1, 2, 1.1336119174957275, 1.1336119174957275, 0
Language_16, 1.1412370204925537, 1, 0, 4, 1, 2, 1.1410350799560547, 1.1410350799560547, 0
Language_17, 1.1712031364440918, 1, 0, 4, 1, 2, 1.1709928512573242, 1.1709928512573242, 0
Language_18, 1.138551950454712, 1, 0, 4, 1, 2, 1.1382787227630615, 1.1382787227630615, 0
Language_19, 1.137861967086792, 1, 0, 4, 1, 2, 1.137639045715332, 1.137639045715332, 0
Language_20, 2.2826788425445557, 2, 3, 6, 1, 2, 2.2821452617645264, 1.1410726308822632, 3.0
Language_21, 2.2893948554992676, 2, 3, 5, 1, 2, 2.2889888286590576, 1.1444944143295288, 3.0
Language_22, 2.312375068664551, 2, 3, 7, 1, 2, 2.3118038177490234, 1.1559019088745117, 3.0
Language_23, 1.1544711589813232, 1, 0, 2, 1, 2, 1.1543090343475342, 1.1543090343475342, 0
Language_24, 1.145993947982788, 1, 0, 3, 1, 2, 1.1458210945129395, 1.1458210945129395, 0
Language_25, 1.1233770847320557, 1, 0, 3, 1, 2, 1.1231768131256104, 1.1231768131256104, 0
Language_26, 1.1427059173583984, 1, 0, 3, 1, 2, 1.142535924911499, 1.142535924911499, 0
Language_27, 1.1725819110870361, 1, 0, 2, 1, 2, 1.1723999977111816, 1.1723999977111816, 0
Language_28, 1.1619739532470703, 1, 0, 3, 1, 2, 1.1618118286132812, 1.1618118286132812, 0
Language_29, 2.2926461696624756, 2, 3, 6, 1, 2, 2.292092800140381, 1.1460464000701904, 3.0
