Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 5.207244873046875, 3, 7, 31, 2, 8, 5.111914873123169, 1.7039716243743896, 4.5
Language_1, 6.768385887145996, 4, 6, 44, 2, 8, 6.6627302169799805, 1.6656825542449951, 4.666666666666667
Language_2, 11.478885889053345, 6, 7, 67, 3, 8, 11.333518743515015, 1.8889197905858357, 6.0
Language_3, 7.291358947753906, 5, 5, 54, 2, 8, 7.170090198516846, 1.434018039703369, 3.75
Language_4, 8.153112888336182, 5, 5, 49, 3, 8, 8.045003890991211, 1.6090007781982423, 4.25
Language_5, 3.524527072906494, 2, 3, 25, 2, 8, 3.4512288570404053, 1.7256144285202026, 3.0
Language_6, 6.502600193023682, 4, 5, 43, 3, 8, 6.394758224487305, 1.5986895561218262, 4.666666666666667
Language_7, 5.5371482372283936, 4, 4, 41, 2, 8, 5.435159206390381, 1.3587898015975952, 3.3333333333333335
Language_8, 12.113867044448853, 7, 5, 76, 3, 8, 11.947511196136475, 1.7067873137337821, 4.333333333333333
Language_9, 7.993916988372803, 5, 5, 55, 3, 8, 7.87317967414856, 1.5746359348297119, 4.25
Language_10, 6.328124284744263, 4, 4, 40, 2, 8, 6.246735334396362, 1.5616838335990906, 4.0
Language_11, 4.264256954193115, 3, 4, 31, 2, 8, 4.191037178039551, 1.3970123926798503, 3.5
Language_12, 10.901806116104126, 7, 8, 63, 2, 8, 10.801989555358887, 1.5431413650512695, 5.5
Language_13, 5.0679380893707275, 3, 5, 31, 2, 8, 4.991477966308594, 1.6638259887695312, 4.5
Language_14, 5.683328151702881, 4, 6, 41, 3, 8, 5.575782775878906, 1.3939456939697266, 4.333333333333333
Language_15, 6.249619007110596, 3, 8, 31, 2, 8, 6.153699159622192, 2.0512330532073975, 6.0
Language_16, 4.405650854110718, 3, 6, 30, 2, 8, 4.309609413146973, 1.436536471048991, 5.0
Language_17, 4.814752101898193, 3, 5, 31, 1, 8, 4.719440937042236, 1.5731469790140789, 4.0
Language_18, 8.875332832336426, 5, 6, 57, 1, 8, 8.76377534866333, 1.752755069732666, 4.5
Language_19, 5.68058967590332, 4, 6, 38, 3, 8, 5.5995566844940186, 1.3998891711235046, 4.333333333333333
Language_20, 4.627490997314453, 3, 6, 35, 3, 8, 4.5292487144470215, 1.5097495714823406, 5.0
Language_21, 3.061540126800537, 2, 4, 22, 1, 8, 2.9748804569244385, 1.4874402284622192, 4.0
Language_22, 4.466323137283325, 3, 6, 32, 3, 8, 4.366328954696655, 1.455442984898885, 4.5
Language_23, 8.184808015823364, 5, 4, 54, 2, 8, 8.072121143341064, 1.614424228668213, 3.5
Language_24, 4.71953010559082, 3, 7, 32, 2, 8, 4.64683723449707, 1.5489457448323567, 4.5
Language_25, 3.086261034011841, 2, 4, 24, 1, 8, 2.998744010925293, 1.4993720054626465, 4.0
Language_26, 13.216939926147461, 5, 5, 51, 2, 8, 13.12677788734436, 2.625355577468872, 3.75
Language_27, 4.4293458461761475, 3, 5, 31, 2, 8, 4.355867862701416, 1.4519559542338054, 4.5
Language_28, 4.7662458419799805, 3, 4, 33, 1, 8, 4.673397541046143, 1.5577991803487141, 4.0
Language_29, 4.405766248703003, 3, 3, 30, 3, 8, 4.326699256896973, 1.4422330856323242, 3.0
Language_30, 6.86301589012146, 5, 5, 48, 2, 8, 6.768767356872559, 1.3537534713745116, 4.25
Language_31, 5.475873947143555, 4, 5, 42, 2, 8, 5.376626968383789, 1.3441567420959473, 4.333333333333333
Language_32, 3.0033271312713623, 2, 3, 25, 2, 8, 2.9139044284820557, 1.4569522142410278, 3.0
