Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length
Language_0, 2.4836208820343018, 2, 4, 19, 2, 6, 2.454524040222168, 1.227262020111084, 4.0
Language_1, 5.104323148727417, 4, 5, 37, 2, 6, 5.062201023101807, 1.2655502557754517, 4.0
Language_2, 6.359994888305664, 5, 4, 42, 2, 6, 6.311339855194092, 1.2622679710388183, 3.75
Language_3, 2.4953958988189697, 2, 4, 20, 1, 6, 2.4668478965759277, 1.2334239482879639, 4.0
Language_4, 2.5091729164123535, 2, 4, 19, 2, 6, 2.4797589778900146, 1.2398794889450073, 4.0
Language_5, 2.493366003036499, 2, 4, 20, 1, 6, 2.464876174926758, 1.232438087463379, 4.0
Language_6, 2.5075671672821045, 2, 4, 20, 1, 6, 2.478701114654541, 1.2393505573272705, 4.0
Language_7, 2.4932870864868164, 2, 4, 20, 1, 6, 2.4645910263061523, 1.2322955131530762, 4.0
Language_8, 2.50895094871521, 2, 4, 19, 1, 6, 2.4805829524993896, 1.2402914762496948, 4.0
Language_9, 2.505279064178467, 2, 4, 20, 1, 6, 2.4768428802490234, 1.2384214401245117, 4.0
Language_10, 2.4977638721466064, 2, 4, 20, 1, 6, 2.469466209411621, 1.2347331047058105, 4.0
Language_11, 2.5079798698425293, 2, 4, 20, 1, 6, 2.4791996479034424, 1.2395998239517212, 4.0
Language_12, 2.510915994644165, 2, 4, 20, 1, 6, 2.481473207473755, 1.2407366037368774, 4.0
Language_13, 2.5109407901763916, 2, 4, 20, 1, 6, 2.482417345046997, 1.2412086725234985, 4.0
Language_14, 2.496441125869751, 2, 4, 20, 1, 6, 2.467257261276245, 1.2336286306381226, 4.0
Language_15, 2.52848219871521, 2, 4, 20, 1, 6, 2.498974084854126, 1.249487042427063, 4.0
Language_16, 2.4838898181915283, 2, 2, 19, 2, 6, 2.4536681175231934, 1.2268340587615967, 2.0
Language_17, 2.4932711124420166, 2, 3, 20, 2, 6, 2.462707996368408, 1.231353998184204, 3.0
Language_18, 2.4982028007507324, 2, 4, 18, 1, 6, 2.4700429439544678, 1.2350214719772339, 4.0
Language_19, 2.4768779277801514, 2, 4, 18, 1, 6, 2.461822032928467, 1.2309110164642334, 4.0
Language_20, 2.489933967590332, 2, 4, 19, 1, 6, 2.461606502532959, 1.2308032512664795, 4.0
Language_21, 2.5450868606567383, 2, 4, 20, 1, 6, 2.5168073177337646, 1.2584036588668823, 4.0
Language_22, 3.726806163787842, 3, 5, 27, 1, 6, 3.6944711208343506, 1.2314903736114502, 4.5
Language_23, 2.476400136947632, 2, 4, 20, 1, 6, 2.4473679065704346, 1.2236839532852173, 4.0
Language_24, 2.485823154449463, 2, 5, 20, 1, 6, 2.456909418106079, 1.2284547090530396, 5.0
Language_25, 2.496415138244629, 2, 4, 19, 1, 6, 2.4678032398223877, 1.2339016199111938, 4.0
Language_26, 2.487946033477783, 2, 4, 19, 1, 6, 2.466151714324951, 1.2330758571624756, 4.0
