Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time, MaxNoEquiv, SuccessCount
Language_0, 3.423990249633789, 1, 0, 4, 1, 3, 1.7727057933807373, 1.7727057933807373, 0, 1.650202989578247, 1.650202989578247
Language_1, 6.724329948425293, 2, 5, 9, 2, 4, 3.3353700637817383, 1.6676850318908691, 5.0, 3.3866329193115234, 1.6371700763702393

Average, 5.074160099029541, 1.5, 2.5, 6.5, 1.5, 3.5, 2.554037928581238, 1.7201954126358032, 2.5, 2.5184179544448853, 1.6436865329742432, 2, 2
