Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 2.2439680099487305, 1, 0, 4, 1, 3, 1.139068841934204, 1.139068841934204, 0, 1.104161024093628, 1.104161024093628
Language_1, 4.41534686088562, 2, 2, 6, 2, 3, 2.199794054031372, 1.099897027015686, 2.0, 2.21360182762146, 1.1084387302398682
Language_2, 2.1999778747558594, 1, 0, 5, 1, 3, 1.1054809093475342, 1.1054809093475342, 0, 1.0936551094055176, 1.0936551094055176
Language_3, 2.205259084701538, 1, 0, 4, 1, 3, 1.0998573303222656, 1.0998573303222656, 0, 1.104612112045288, 1.104612112045288
Language_4, 2.198383092880249, 1, 0, 4, 1, 3, 1.0983750820159912, 1.0983750820159912, 0, 1.0992228984832764, 1.0992228984832764
Language_5, 2.2364630699157715, 1, 0, 4, 1, 3, 1.1263628005981445, 1.1263628005981445, 0, 1.1093077659606934, 1.1093077659606934
Language_6, 2.214017152786255, 1, 0, 5, 1, 3, 1.1136550903320312, 1.1136550903320312, 0, 1.0995190143585205, 1.0995190143585205
Language_7, 4.420143127441406, 2, 4, 8, 1, 3, 2.215510129928589, 1.1077550649642944, 4.0, 2.2029199600219727, 1.1013398170471191
Language_8, 4.427960157394409, 2, 4, 9, 1, 3, 2.2123773097991943, 1.1061886548995972, 4.0, 2.2134523391723633, 1.1038672924041748
Language_9, 2.2134931087493896, 1, 0, 4, 1, 3, 1.1125121116638184, 1.1125121116638184, 0, 1.1002027988433838, 1.1002027988433838
Language_10, 2.207732915878296, 1, 0, 4, 1, 3, 1.1050910949707031, 1.1050910949707031, 0, 1.1018760204315186, 1.1018760204315186
Language_11, 2.2150652408599854, 1, 0, 5, 1, 3, 1.1108717918395996, 1.1108717918395996, 0, 1.103346824645996, 1.103346824645996
Language_12, 2.208076000213623, 1, 0, 5, 1, 3, 1.105463981628418, 1.105463981628418, 0, 1.1017699241638184, 1.1017699241638184
Language_13, 4.436295032501221, 2, 5, 9, 1, 3, 2.2244176864624023, 1.1122088432312012, 5.0, 2.209656000137329, 1.0966548919677734
Language_14, 2.2056891918182373, 1, 0, 4, 1, 3, 1.1044340133666992, 1.1044340133666992, 0, 1.1004600524902344, 1.1004600524902344
Language_15, 2.2104299068450928, 1, 0, 5, 1, 3, 1.1046428680419922, 1.1046428680419922, 0, 1.1049070358276367, 1.1049070358276367
Language_16, 4.416824817657471, 2, 4, 8, 1, 3, 2.194408893585205, 1.0972044467926025, 4.0, 2.2206451892852783, 1.1236259937286377
Language_17, 4.43701696395874, 2, 3, 7, 1, 3, 2.222188711166382, 1.111094355583191, 3.0, 2.212968587875366, 1.098937749862671
Language_18, 2.1982052326202393, 1, 0, 5, 1, 3, 1.0968551635742188, 1.0968551635742188, 0, 1.100489854812622, 1.100489854812622
Language_19, 2.208840847015381, 1, 0, 4, 1, 3, 1.1045310497283936, 1.1045310497283936, 0, 1.1035442352294922, 1.1035442352294922
Language_20, 2.209069013595581, 1, 0, 4, 1, 3, 1.1079847812652588, 1.1079847812652588, 0, 1.1003022193908691, 1.1003022193908691
Language_21, 4.4093451499938965, 2, 3, 4, 2, 3, 2.206181049346924, 1.103090524673462, 3.0, 2.2014200687408447, 1.1005451679229736
Language_22, 4.424247980117798, 2, 2, 6, 2, 3, 2.211570978164673, 1.1057854890823364, 2.0, 2.210702896118164, 1.100059986114502
Language_23, 2.208353042602539, 1, 0, 5, 1, 3, 1.1014909744262695, 1.1014909744262695, 0, 1.1060199737548828, 1.1060199737548828
Language_24, 4.416822671890259, 2, 4, 9, 1, 3, 2.213442087173462, 1.106721043586731, 4.0, 2.2012951374053955, 1.1020050048828125
Language_25, 2.2019200325012207, 1, 0, 4, 1, 3, 1.1000902652740479, 1.1000902652740479, 0, 1.1010560989379883, 1.1010560989379883
Language_26, 4.426726341247559, 2, 4, 9, 1, 3, 2.209425926208496, 1.104712963104248, 4.0, 2.2152440547943115, 1.1102049350738525
Language_27, 2.1973657608032227, 1, 0, 4, 1, 3, 1.0911650657653809, 1.0911650657653809, 0, 1.1054420471191406, 1.1054420471191406
Language_28, 2.1986160278320312, 1, 0, 4, 1, 3, 1.1017580032348633, 1.1017580032348633, 0, 1.0961129665374756, 1.0961129665374756
Language_29, 4.421767234802246, 2, 2, 4, 2, 3, 2.218108892440796, 1.109054446220398, 2.0, 2.201984167098999, 1.100102186203003
Language_30, 2.2074849605560303, 1, 0, 2, 1, 2, 1.1031010150909424, 1.1031010150909424, 0, 1.1037628650665283, 1.1037628650665283
Language_31, 2.1994431018829346, 1, 0, 4, 1, 3, 1.1023468971252441, 1.1023468971252441, 0, 1.096348762512207, 1.096348762512207
Language_32, 2.224487781524658, 1, 0, 4, 1, 3, 1.1142098903656006, 1.1142098903656006, 0, 1.1095261573791504, 1.1095261573791504
Language_33, 2.223465919494629, 1, 0, 5, 1, 3, 1.1281847953796387, 1.1281847953796387, 0, 1.0944178104400635, 1.0944178104400635
