Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 33.6293089389801, 4, 6, 46, 2, 10, 29.000864028930664, 7.250216007232666, 4.666666666666667, 4.6019628047943115, 1.2977268695831299
Language_1, 9.33850884437561, 3, 5, 24, 2, 10, 5.924864053726196, 1.9749546845753987, 4.5, 3.404268980026245, 1.2030839920043945
Language_2, 8.975412845611572, 3, 3, 24, 3, 10, 5.559398889541626, 1.853132963180542, 3.0, 3.4014668464660645, 1.197185754776001
Language_3, 9.236459970474243, 3, 4, 28, 2, 10, 5.804376840591431, 1.9347922801971436, 4.0, 3.4204459190368652, 1.2215979099273682
Language_4, 12.6582510471344, 3, 5, 27, 2, 10, 9.222758054733276, 3.0742526849110923, 4.5, 3.424473524093628, 1.2133598327636719
Language_5, 8.638931035995483, 3, 4, 25, 3, 10, 5.204508543014526, 1.734836181004842, 3.0, 3.4196929931640625, 1.207982063293457
Language_6, 8.922062158584595, 3, 4, 25, 2, 10, 5.497454404830933, 1.8324848016103108, 4.0, 3.414666175842285, 1.1979398727416992
Language_7, 10.087403774261475, 3, 4, 28, 2, 10, 6.638737201690674, 2.212912400563558, 4.0, 3.4359960556030273, 1.2318158149719238
Language_8, 6.30083703994751, 2, 3, 19, 2, 10, 4.000881910324097, 2.0004409551620483, 3.0, 2.294278860092163, 1.191957950592041
Language_9, 6.25973916053772, 2, 3, 21, 2, 10, 3.939640998840332, 1.969820499420166, 3.0, 2.312293767929077, 1.2145719528198242
Language_10, 5.756609678268433, 2, 4, 20, 2, 10, 3.454604148864746, 1.727302074432373, 4.0, 2.29518723487854, 1.193709135055542
Language_11, 8.586754083633423, 2, 4, 25, 1, 10, 6.199479818344116, 3.099739909172058, 4.0, 2.380919933319092, 1.269378900527954
Language_12, 9.378473997116089, 2, 5, 24, 1, 10, 7.030099391937256, 3.515049695968628, 5.0, 2.3425140380859375, 1.2423248291015625
Language_13, 14.963078260421753, 3, 3, 37, 3, 10, 11.456080913543701, 3.8186936378479004, 3.0, 3.4879207611083984, 1.2912719249725342
Language_14, 7.633784770965576, 2, 5, 24, 1, 10, 5.281471490859985, 2.6407357454299927, 5.0, 2.3458478450775146, 1.2437708377838135
Language_15, 5.7930238246917725, 2, 2, 19, 2, 10, 3.489470958709717, 1.7447354793548584, 2.0, 2.297116994857788, 1.198503017425537
Language_16, 13.225348234176636, 5, 4, 31, 5, 10, 7.598008871078491, 1.5196017742156982, 3.0, 5.58661413192749, 1.1710638999938965
Language_17, 5.5800700187683105, 2, 3, 16, 2, 10, 3.296708106994629, 1.6483540534973145, 3.0, 2.277557134628296, 1.181791067123413
Language_18, 7.15301513671875, 2, 4, 23, 2, 10, 4.78125, 2.390625, 4.0, 2.363093137741089, 1.2563371658325195
Language_19, 11.55962324142456, 2, 4, 25, 2, 10, 9.173364162445068, 4.586682081222534, 4.0, 2.377201795578003, 1.2785389423370361
Language_20, 7.666867971420288, 2, 4, 23, 1, 10, 5.314656734466553, 2.6573283672332764, 4.0, 2.346346139907837, 1.245739221572876
Language_21, 8.159227848052979, 2, 4, 26, 1, 10, 5.79496693611145, 2.897483468055725, 4.0, 2.3576529026031494, 1.259260892868042
Language_22, 8.426105737686157, 3, 4, 19, 3, 10, 5.054721117019653, 1.684907039006551, 4.0, 3.361316204071045, 1.154458999633789
Language_23, 9.282158136367798, 2, 5, 22, 1, 10, 6.983015298843384, 3.491507649421692, 5.0, 2.2935049533843994, 1.2177789211273193
Language_24, 13.334614038467407, 3, 5, 31, 2, 10, 9.879873275756836, 3.2932910919189453, 4.5, 3.4413249492645264, 1.2472119331359863
Language_25, 9.984480142593384, 2, 3, 21, 2, 10, 7.663422107696533, 3.8317110538482666, 3.0, 2.3134536743164062, 1.2181098461151123
Language_26, 6.524324655532837, 2, 4, 22, 2, 10, 4.188036918640137, 2.0940184593200684, 4.0, 2.329791307449341, 1.2237021923065186
Language_27, 12.484087944030762, 3, 4, 31, 2, 10, 9.010709524154663, 3.0035698413848877, 4.0, 3.458083152770996, 1.2554349899291992
Language_28, 6.569854021072388, 2, 4, 22, 2, 10, 4.246561288833618, 2.123280644416809, 4.0, 2.316758394241333, 1.2178621292114258
Language_29, 6.5726799964904785, 2, 5, 18, 1, 10, 4.289702892303467, 2.1448514461517334, 5.0, 2.2783169746398926, 1.1783227920532227
Language_30, 9.624882936477661, 2, 4, 24, 1, 10, 7.258913278579712, 3.629456639289856, 4.0, 2.359588146209717, 1.250248908996582
Language_31, 6.308245897293091, 2, 3, 21, 2, 10, 3.9874649047851562, 1.9937324523925781, 3.0, 2.314455270767212, 1.2180132865905762
Language_32, 9.539538145065308, 3, 4, 26, 2, 10, 6.1336829662323, 2.0445609887441, 3.0, 3.3943378925323486, 1.1977829933166504
Language_33, 12.798582077026367, 4, 4, 32, 2, 10, 8.29231882095337, 2.0730797052383423, 4.0, 4.490124225616455, 1.1972761154174805
Language_34, 6.824732065200806, 2, 6, 19, 1, 10, 4.481623888015747, 2.2408119440078735, 6.0, 2.338153839111328, 1.2385518550872803
Language_35, 5.531389951705933, 2, 3, 16, 2, 10, 3.268432855606079, 1.6342164278030396, 3.0, 2.2571277618408203, 1.1458287239074707
Language_36, 7.562252044677734, 2, 3, 21, 2, 10, 5.248260259628296, 2.624130129814148, 3.0, 2.3065667152404785, 1.2136609554290771
Language_37, 7.53191876411438, 3, 3, 19, 3, 10, 4.168398141860962, 1.3894660472869873, 3.0, 3.3517656326293945, 1.1529898643493652
Language_38, 13.234014987945557, 2, 3, 24, 2, 10, 10.857591152191162, 5.428795576095581, 3.0, 2.3696839809417725, 1.2720158100128174
Language_39, 18.790279865264893, 4, 5, 39, 1, 10, 14.22972297668457, 3.5574307441711426, 4.333333333333333, 4.542219638824463, 1.2421882152557373
Language_40, 8.778892040252686, 3, 4, 27, 2, 10, 5.348745822906494, 1.7829152743021648, 3.5, 3.417642593383789, 1.2141010761260986
Language_41, 8.312789916992188, 2, 4, 26, 1, 10, 5.92996883392334, 2.96498441696167, 4.0, 2.375640392303467, 1.2741012573242188
Language_42, 9.59660792350769, 3, 5, 26, 2, 10, 6.223287105560303, 2.0744290351867676, 4.5, 3.3609278202056885, 1.1692180633544922
Language_43, 12.474139213562012, 2, 4, 25, 1, 10, 10.08411192893982, 5.04205596446991, 4.0, 2.3835816383361816, 1.2810046672821045
Language_44, 14.362639665603638, 3, 4, 33, 2, 10, 10.911246061325073, 3.637082020441691, 4.0, 3.435577869415283, 1.2410697937011719
Language_45, 7.962788105010986, 2, 4, 26, 2, 10, 5.594551086425781, 2.7972755432128906, 4.0, 2.3599421977996826, 1.2621300220489502
Language_46, 7.009572982788086, 2, 3, 18, 3, 10, 4.718800067901611, 2.3594000339508057, 3.0, 2.284132242202759, 1.1869220733642578
Language_47, 10.378278017044067, 4, 3, 21, 5, 10, 5.927705526351929, 1.4819263815879822, 2.6666666666666665, 4.426391124725342, 1.1450130939483643
Language_48, 9.716864109039307, 3, 4, 27, 2, 10, 6.3099048137664795, 2.1033016045888266, 4.0, 3.3946988582611084, 1.1992177963256836
Language_49, 8.220593929290771, 3, 4, 28, 2, 10, 4.791328191757202, 1.5971093972524006, 4.0, 3.417037010192871, 1.2171900272369385
Language_50, 6.109358072280884, 2, 4, 22, 2, 10, 3.7809200286865234, 1.8904600143432617, 4.0, 2.3204593658447266, 1.2208702564239502
Language_51, 10.38417911529541, 3, 3, 31, 2, 10, 6.929693937301636, 2.3098979791005454, 2.5, 3.4397408962249756, 1.241250991821289
Language_52, 8.489713191986084, 2, 4, 23, 2, 10, 6.142641305923462, 3.071320652961731, 4.0, 2.338895320892334, 1.236701250076294
