Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 9.426005125045776, 4, 13, 24, 2, 8, 5.003892660140991, 1.2509731650352478, 8.666666666666666, 4.4144392013549805, 1.1145339012145996
Language_1, 9.094907283782959, 4, 7, 16, 2, 7, 4.686713218688965, 1.1716783046722412, 5.333333333333333, 4.403848171234131, 1.0986151695251465
Language_2, 9.195467948913574, 4, 7, 29, 5, 8, 4.765416860580444, 1.191354215145111, 5.333333333333333, 4.410665988922119, 1.1178958415985107
Language_3, 6.713359832763672, 3, 6, 20, 1, 6, 3.379251718521118, 1.1264172395070393, 5.5, 3.330610990524292, 1.1153931617736816
Language_4, 7.563406705856323, 3, 6, 22, 3, 8, 4.23180890083313, 1.4106029669443767, 5.0, 3.324191093444824, 1.1252069473266602
Language_5, 11.484550952911377, 5, 8, 30, 6, 7, 5.931450366973877, 1.1862900733947754, 6.5, 5.530086994171143, 1.1133971214294434
Language_6, 11.27304482460022, 5, 7, 21, 5, 8, 5.760247230529785, 1.152049446105957, 5.0, 5.500694036483765, 1.1035869121551514
Language_7, 9.23888111114502, 4, 7, 27, 4, 8, 4.780081033706665, 1.1950202584266663, 4.666666666666667, 4.443582057952881, 1.121692180633545
Language_8, 9.40489411354065, 4, 6, 35, 2, 8, 4.959504842758179, 1.2398762106895447, 5.0, 4.434154510498047, 1.1257421970367432
Language_9, 8.858100891113281, 4, 5, 11, 5, 8, 4.4611427783966064, 1.1152856945991516, 3.6666666666666665, 4.391495943069458, 1.1010868549346924
Language_10, 6.881103277206421, 3, 7, 18, 3, 8, 3.566190481185913, 1.1887301603953044, 5.5, 3.3094708919525146, 1.1103978157043457
Language_11, 4.425800323486328, 2, 3, 5, 4, 5, 2.2179510593414307, 1.1089755296707153, 3.0, 2.206186056137085, 1.0996990203857422
Language_12, 6.815802097320557, 3, 4, 9, 5, 8, 3.495582342147827, 1.1651941140492756, 4.0, 3.315661668777466, 1.1086409091949463
Language_13, 4.532817840576172, 2, 2, 13, 2, 8, 2.319038152694702, 1.159519076347351, 2.0, 2.211686849594116, 1.1106078624725342
Language_14, 18.45388126373291, 7, 8, 58, 3, 8, 10.656773567199707, 1.5223962238856725, 5.166666666666667, 7.750835180282593, 1.1243069171905518
Language_15, 4.6136109828948975, 2, 2, 14, 2, 8, 2.395641565322876, 1.197820782661438, 2.0, 2.215446949005127, 1.1131479740142822
Language_16, 4.6894917488098145, 2, 3, 15, 3, 8, 2.463068962097168, 1.231534481048584, 3.0, 2.222683906555176, 1.120629072189331
Language_17, 6.919205188751221, 3, 7, 23, 3, 8, 3.587883710861206, 1.1959612369537354, 5.5, 3.3232040405273438, 1.1291568279266357
Language_18, 6.877143144607544, 3, 11, 21, 2, 7, 3.549419641494751, 1.1831398804982503, 8.0, 3.323887825012207, 1.120959997177124
Language_19, 6.78952693939209, 3, 4, 14, 3, 8, 3.492021083831787, 1.164007027943929, 3.5, 3.2934999465942383, 1.0988829135894775
Language_20, 6.845494031906128, 3, 5, 22, 2, 8, 3.506761074066162, 1.168920358022054, 5.0, 3.333216428756714, 1.126844882965088
Language_21, 7.23608660697937, 3, 7, 21, 2, 8, 3.9079771041870117, 1.302659034729004, 7.0, 3.3231427669525146, 1.1213371753692627
Language_22, 6.680546998977661, 3, 4, 12, 3, 7, 3.364609956741333, 1.121536652247111, 3.5, 3.3122692108154297, 1.1120948791503906
Language_23, 6.685571908950806, 3, 7, 13, 3, 7, 3.3716139793395996, 1.1238713264465332, 6.0, 3.3099288940429688, 1.1062707901000977
Language_24, 9.070932149887085, 4, 5, 28, 2, 7, 4.648131847381592, 1.162032961845398, 4.0, 4.415581226348877, 1.1149110794067383
Language_25, 6.778301954269409, 3, 4, 18, 3, 8, 3.453378438949585, 1.1511261463165283, 3.0, 3.3201370239257812, 1.1137540340423584
Language_26, 8.853107929229736, 4, 5, 12, 4, 8, 4.447339296340942, 1.1118348240852356, 3.3333333333333335, 4.399524211883545, 1.1009869575500488
Language_27, 6.7657248973846436, 3, 4, 14, 3, 8, 3.439302921295166, 1.1464343070983887, 3.0, 3.322402000427246, 1.115309238433838
Language_28, 6.925184965133667, 3, 9, 18, 2, 8, 3.609598398208618, 1.2031994660695393, 6.0, 3.3110368251800537, 1.1169910430908203
Language_29, 6.869802951812744, 3, 10, 17, 4, 8, 3.5455374717712402, 1.1818458239237468, 6.0, 3.317957878112793, 1.1139500141143799
Language_30, 6.755387306213379, 3, 3, 17, 3, 7, 3.4253015518188477, 1.141767183939616, 3.0, 3.3254196643829346, 1.112344741821289
Language_31, 7.097896099090576, 3, 7, 14, 3, 8, 3.7916603088378906, 1.2638867696126301, 6.0, 3.302046060562134, 1.10028076171875
Language_32, 6.803164005279541, 3, 9, 19, 3, 7, 3.4702858924865723, 1.1567619641621907, 6.5, 3.327559471130371, 1.1177573204040527
Language_33, 4.531355857849121, 2, 4, 15, 2, 7, 2.3368031978607178, 1.1684015989303589, 4.0, 2.191667079925537, 1.092437982559204
Language_34, 4.770445823669434, 2, 5, 15, 2, 8, 2.560779333114624, 1.280389666557312, 5.0, 2.2065770626068115, 1.1058199405670166
Language_35, 9.294812202453613, 4, 5, 27, 3, 8, 4.865250110626221, 1.2163125276565552, 4.666666666666667, 4.420437812805176, 1.1219608783721924
Language_36, 9.548321008682251, 4, 9, 28, 3, 8, 5.102230787277222, 1.2755576968193054, 5.333333333333333, 4.433857440948486, 1.1308019161224365
Language_37, 4.5468127727508545, 2, 3, 11, 3, 8, 2.342194080352783, 1.1710970401763916, 3.0, 2.201910972595215, 1.1003339290618896
Language_38, 4.458066940307617, 2, 5, 14, 2, 6, 2.24495792388916, 1.12247896194458, 5.0, 2.210740804672241, 1.1091620922088623
Language_39, 8.903939008712769, 4, 8, 13, 6, 8, 4.493742942810059, 1.1234357357025146, 4.333333333333333, 4.403125047683716, 1.0991110801696777
Language_40, 4.444663047790527, 2, 6, 10, 2, 6, 2.2397940158843994, 1.1198970079421997, 6.0, 2.202793836593628, 1.0998950004577637
Language_41, 9.2759690284729, 4, 6, 34, 2, 8, 4.819031476974487, 1.2047578692436218, 5.666666666666667, 4.4451799392700195, 1.1321280002593994
Language_42, 7.882945775985718, 3, 8, 27, 3, 8, 4.534259557723999, 1.5114198525746663, 5.0, 3.3393423557281494, 1.1291391849517822
Language_43, 9.517389059066772, 4, 6, 24, 3, 8, 5.0864927768707275, 1.2716231942176819, 5.0, 4.422550916671753, 1.1175470352172852
Language_44, 9.580874919891357, 4, 5, 26, 3, 8, 5.1582887172698975, 1.2895721793174744, 3.6666666666666665, 4.4121363162994385, 1.1148242950439453
Language_45, 6.908908128738403, 3, 5, 22, 2, 8, 3.5736379623413086, 1.1912126541137695, 4.5, 3.330178737640381, 1.127168893814087
Language_46, 4.737149953842163, 2, 5, 16, 2, 8, 2.513472080230713, 1.2567360401153564, 5.0, 2.221072196960449, 1.122413158416748
Language_47, 6.97141695022583, 3, 6, 22, 2, 8, 3.648545503616333, 1.2161818345387776, 6.0, 3.3180480003356934, 1.119422197341919
Language_48, 14.19843602180481, 6, 7, 42, 3, 8, 7.532872200012207, 1.2554787000020344, 5.6, 6.6413915157318115, 1.1292309761047363
Language_49, 8.918254137039185, 4, 8, 13, 7, 8, 4.509463548660278, 1.1273658871650696, 5.0, 4.399628400802612, 1.0970158576965332
Language_50, 6.893293142318726, 3, 8, 21, 3, 7, 3.586124897003174, 1.1953749656677246, 5.0, 3.2997899055480957, 1.1033859252929688
Language_51, 9.011384963989258, 4, 6, 20, 4, 8, 4.593864679336548, 1.148466169834137, 4.0, 4.410118103027344, 1.111037015914917
Language_52, 6.821359872817993, 3, 6, 16, 3, 8, 3.5280070304870605, 1.1760023434956868, 5.0, 3.2888636589050293, 1.123910903930664
Language_53, 4.630626916885376, 2, 6, 13, 2, 8, 2.4110958576202393, 1.2055479288101196, 6.0, 2.2168171405792236, 1.1158409118652344
