Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 6.675734043121338, 3, 4, 14, 2, 4, 3.3578529357910156, 1.1192843119303386, 4.0, 3.312973737716675, 1.1091408729553223
Language_1, 4.433104991912842, 2, 4, 10, 1, 4, 2.2228403091430664, 1.1114201545715332, 4.0, 2.2079250812530518, 1.1072759628295898
Language_2, 4.434067010879517, 2, 4, 9, 1, 4, 2.223625421524048, 1.111812710762024, 4.0, 2.2085888385772705, 1.1108300685882568
Language_3, 4.419076919555664, 2, 4, 11, 1, 4, 2.2159950733184814, 1.1079975366592407, 4.0, 2.200536012649536, 1.1029551029205322
Language_4, 2.2069649696350098, 1, 0, 5, 1, 4, 1.1099326610565186, 1.1099326610565186, 0, 1.096200942993164, 1.096200942993164
Language_5, 4.436723947525024, 2, 4, 12, 1, 4, 2.23545503616333, 1.117727518081665, 4.0, 2.198453903198242, 1.1009228229522705
Language_6, 2.2206430435180664, 1, 0, 6, 1, 4, 1.1135642528533936, 1.1135642528533936, 0, 1.1061229705810547, 1.1061229705810547
Language_7, 4.450560092926025, 2, 5, 10, 1, 4, 2.2345008850097656, 1.1172504425048828, 5.0, 2.2136597633361816, 1.1113758087158203
Language_8, 2.2137789726257324, 1, 0, 5, 1, 4, 1.1077160835266113, 1.1077160835266113, 0, 1.105191946029663, 1.105191946029663
Language_9, 4.420879125595093, 2, 3, 8, 2, 4, 2.2124130725860596, 1.1062065362930298, 3.0, 2.2060508728027344, 1.104827880859375
Language_10, 4.567430257797241, 2, 4, 9, 1, 4, 2.2365529537200928, 1.1182764768600464, 4.0, 2.328763723373413, 1.2221167087554932
Language_11, 2.195472002029419, 1, 0, 6, 1, 4, 1.0920109748840332, 1.0920109748840332, 0, 1.10247802734375, 1.10247802734375
Language_12, 4.429544925689697, 2, 2, 11, 2, 4, 2.2242989540100098, 1.1121494770050049, 2.0, 2.2023935317993164, 1.1029348373413086
Language_13, 4.441000938415527, 2, 4, 8, 2, 4, 2.2321832180023193, 1.1160916090011597, 4.0, 2.2063000202178955, 1.1089870929718018
Language_14, 4.435640096664429, 2, 4, 11, 1, 4, 2.2297239303588867, 1.1148619651794434, 4.0, 2.2032418251037598, 1.1020357608795166
Language_15, 4.424114942550659, 2, 4, 7, 2, 4, 2.213395833969116, 1.106697916984558, 4.0, 2.208407163619995, 1.100032091140747
Language_16, 2.203366279602051, 1, 0, 2, 1, 2, 1.1020078659057617, 1.1020078659057617, 0, 1.100689172744751, 1.100689172744751
Language_17, 4.425958871841431, 2, 4, 10, 1, 4, 2.2233777046203613, 1.1116888523101807, 4.0, 2.2002458572387695, 1.1000168323516846
Language_18, 2.2093329429626465, 1, 0, 6, 1, 4, 1.1067206859588623, 1.1067206859588623, 0, 1.1016161441802979, 1.1016161441802979
Language_19, 4.430958032608032, 2, 5, 12, 1, 4, 2.2274680137634277, 1.1137340068817139, 5.0, 2.200725555419922, 1.1002118587493896
Language_20, 4.424108982086182, 2, 5, 9, 1, 4, 2.228081226348877, 1.1140406131744385, 5.0, 2.1941189765930176, 1.0965769290924072
Language_21, 4.427294969558716, 2, 3, 8, 2, 4, 2.2206971645355225, 1.1103485822677612, 3.0, 2.2042295932769775, 1.1022937297821045
Language_22, 4.422363758087158, 2, 3, 10, 2, 4, 2.219078779220581, 1.1095393896102905, 3.0, 2.2007148265838623, 1.1040008068084717
Language_23, 4.414000034332275, 2, 6, 10, 1, 4, 2.2082502841949463, 1.1041251420974731, 6.0, 2.2033069133758545, 1.1045949459075928
Language_24, 4.418950080871582, 2, 3, 8, 2, 4, 2.2083449363708496, 1.1041724681854248, 3.0, 2.2081758975982666, 1.1030299663543701
Language_25, 2.211609125137329, 1, 0, 5, 1, 4, 1.1023530960083008, 1.1023530960083008, 0, 1.1083581447601318, 1.1083581447601318
Language_26, 4.4314539432525635, 2, 4, 10, 1, 4, 2.222702980041504, 1.111351490020752, 4.0, 2.2063488960266113, 1.1040661334991455
Language_27, 2.178518772125244, 1, 0, 6, 1, 4, 1.105496883392334, 1.105496883392334, 0, 1.0720298290252686, 1.0720298290252686
Language_28, 4.428877115249634, 2, 4, 10, 1, 4, 2.2207541465759277, 1.1103770732879639, 4.0, 2.2058231830596924, 1.1046051979064941
Language_29, 2.2099950313568115, 1, 0, 6, 1, 4, 1.1083698272705078, 1.1083698272705078, 0, 1.1006450653076172, 1.1006450653076172
Language_30, 4.42314887046814, 2, 2, 7, 2, 4, 2.2183377742767334, 1.1091688871383667, 2.0, 2.2026302814483643, 1.1022999286651611
Language_31, 2.219975233078003, 1, 0, 6, 1, 4, 1.1130750179290771, 1.1130750179290771, 0, 1.1059269905090332, 1.1059269905090332
Language_32, 4.438169002532959, 2, 4, 11, 1, 4, 2.217270612716675, 1.1086353063583374, 4.0, 2.218467950820923, 1.1111509799957275
Language_33, 4.400336980819702, 2, 4, 12, 1, 4, 2.1965932846069336, 1.0982966423034668, 4.0, 2.2009079456329346, 1.099379062652588
Language_34, 4.4187750816345215, 2, 4, 12, 1, 4, 2.2221429347991943, 1.1110714673995972, 4.0, 2.1939620971679688, 1.0969369411468506
Language_35, 4.408731937408447, 2, 3, 9, 2, 4, 2.2057061195373535, 1.1028530597686768, 3.0, 2.200463056564331, 1.0991051197052002
Language_36, 4.419221878051758, 2, 4, 12, 1, 4, 2.223604202270508, 1.111802101135254, 4.0, 2.192812919616699, 1.1025481224060059
Language_37, 2.196532964706421, 1, 0, 6, 1, 4, 1.1058650016784668, 1.1058650016784668, 0, 1.0896990299224854, 1.0896990299224854
Language_38, 2.215045690536499, 1, 0, 6, 1, 4, 1.1100990772247314, 1.1100990772247314, 0, 1.1039609909057617, 1.1039609909057617
Language_39, 4.429352283477783, 2, 4, 11, 1, 4, 2.222580909729004, 1.111290454864502, 4.0, 2.204286813735962, 1.0987088680267334
Language_40, 8.859886884689331, 4, 4, 21, 1, 4, 4.437128067016602, 1.1092820167541504, 3.3333333333333335, 4.415161371231079, 1.107267141342163
Language_41, 2.2064170837402344, 1, 0, 5, 1, 4, 1.1030340194702148, 1.1030340194702148, 0, 1.1025290489196777, 1.1025290489196777
Language_42, 4.429980278015137, 2, 2, 7, 2, 4, 2.219851016998291, 1.1099255084991455, 2.0, 2.2078592777252197, 1.1019399166107178
Language_43, 6.6139960289001465, 3, 2, 7, 3, 4, 3.3149161338806152, 1.1049720446268718, 2.0, 3.2948389053344727, 1.1011698246002197
Language_44, 2.2199110984802246, 1, 0, 5, 1, 4, 1.1109349727630615, 1.1109349727630615, 0, 1.108077049255371, 1.108077049255371
Language_45, 2.210139274597168, 1, 0, 6, 1, 4, 1.1096138954162598, 1.1096138954162598, 0, 1.09956693649292, 1.09956693649292
Language_46, 4.434741020202637, 2, 4, 12, 1, 4, 2.2264997959136963, 1.1132498979568481, 4.0, 2.2055258750915527, 1.1046957969665527
Language_47, 4.41933012008667, 2, 3, 8, 3, 4, 2.2141788005828857, 1.1070894002914429, 3.0, 2.202347993850708, 1.1019370555877686
Language_48, 6.628040075302124, 3, 4, 13, 2, 4, 3.3224897384643555, 1.1074965794881184, 3.5, 3.300978899002075, 1.1000480651855469
Language_49, 2.2096025943756104, 1, 0, 5, 1, 4, 1.1053380966186523, 1.1053380966186523, 0, 1.1033830642700195, 1.1033830642700195
Language_50, 4.429449081420898, 2, 4, 10, 1, 4, 2.2221901416778564, 1.1110950708389282, 4.0, 2.20500111579895, 1.1029069423675537
Language_51, 2.202772855758667, 1, 0, 6, 1, 4, 1.1081459522247314, 1.1081459522247314, 0, 1.0936529636383057, 1.0936529636383057
Language_52, 4.421976089477539, 2, 5, 10, 1, 4, 2.219697952270508, 1.109848976135254, 5.0, 2.199901819229126, 1.098944902420044
Language_53, 4.42849326133728, 2, 4, 12, 1, 4, 2.2222111225128174, 1.1111055612564087, 4.0, 2.203442335128784, 1.101227045059204
Language_54, 4.451994895935059, 2, 5, 10, 1, 4, 2.2291743755340576, 1.1145871877670288, 5.0, 2.2204349040985107, 1.1138770580291748
Language_55, 2.209585189819336, 1, 0, 6, 1, 4, 1.1105759143829346, 1.1105759143829346, 0, 1.098053216934204, 1.098053216934204
Language_56, 2.2179393768310547, 1, 0, 5, 1, 4, 1.1102941036224365, 1.1102941036224365, 0, 1.106748104095459, 1.106748104095459
Language_57, 4.421086072921753, 2, 3, 8, 2, 4, 2.2162463665008545, 1.1081231832504272, 3.0, 2.202411413192749, 1.1013522148132324
Language_58, 4.424139022827148, 2, 4, 12, 2, 4, 2.2210023403167725, 1.1105011701583862, 4.0, 2.200000286102295, 1.1020631790161133
Language_59, 4.425673961639404, 2, 3, 11, 1, 4, 2.216071128845215, 1.1080355644226074, 3.0, 2.207145929336548, 1.1002678871154785
Language_60, 2.2269740104675293, 1, 0, 5, 1, 4, 1.1110570430755615, 1.1110570430755615, 0, 1.1150360107421875, 1.1150360107421875
Language_61, 4.419332027435303, 2, 4, 10, 1, 4, 2.222285032272339, 1.1111425161361694, 4.0, 2.1947250366210938, 1.1000010967254639
Language_62, 4.435169219970703, 2, 4, 10, 1, 4, 2.2252280712127686, 1.1126140356063843, 4.0, 2.207698345184326, 1.1069931983947754
Language_63, 4.421694755554199, 2, 3, 10, 2, 4, 2.2175838947296143, 1.1087919473648071, 3.0, 2.201286792755127, 1.105046033859253
Language_64, 4.426387071609497, 2, 4, 10, 1, 4, 2.223040819168091, 1.1115204095840454, 4.0, 2.2010691165924072, 1.1000230312347412
Language_65, 2.2093231678009033, 1, 0, 5, 1, 4, 1.1056287288665771, 1.1056287288665771, 0, 1.1028380393981934, 1.1028380393981934
Language_66, 4.419049978256226, 2, 3, 8, 2, 4, 2.2105822563171387, 1.1052911281585693, 3.0, 2.2061502933502197, 1.1077921390533447
Language_67, 4.403087854385376, 2, 2, 6, 2, 4, 2.2005648612976074, 1.1002824306488037, 2.0, 2.2006747722625732, 1.1019327640533447
Language_68, 2.204509973526001, 1, 0, 5, 1, 4, 1.1065831184387207, 1.1065831184387207, 0, 1.097027063369751, 1.097027063369751
Language_69, 4.41792106628418, 2, 5, 10, 1, 4, 2.2181129455566406, 1.1090564727783203, 5.0, 2.1977906227111816, 1.0996208190917969
Language_70, 2.2177600860595703, 1, 0, 5, 1, 4, 1.1087517738342285, 1.1087517738342285, 0, 1.1081469058990479, 1.1081469058990479
Language_71, 6.650798797607422, 3, 4, 17, 2, 4, 3.3292908668518066, 1.1097636222839355, 4.0, 3.3156285285949707, 1.1122539043426514
Language_72, 2.2137157917022705, 1, 0, 5, 1, 4, 1.1058685779571533, 1.1058685779571533, 0, 1.1069791316986084, 1.1069791316986084
Language_73, 6.625947952270508, 3, 2, 7, 3, 4, 3.3216047286987305, 1.1072015762329102, 2.0, 3.3001394271850586, 1.0981619358062744
Language_74, 2.2141671180725098, 1, 0, 6, 1, 4, 1.1074020862579346, 1.1074020862579346, 0, 1.1058149337768555, 1.1058149337768555
Language_75, 2.2116596698760986, 1, 0, 6, 1, 4, 1.1121158599853516, 1.1121158599853516, 0, 1.0985920429229736, 1.0985920429229736
Language_76, 2.2067599296569824, 1, 0, 7, 1, 4, 1.1105070114135742, 1.1105070114135742, 0, 1.095200777053833, 1.095200777053833
Language_77, 2.2047119140625, 1, 0, 5, 1, 3, 1.1033210754394531, 1.1033210754394531, 0, 1.1005220413208008, 1.1005220413208008
Language_78, 4.433254957199097, 2, 4, 11, 1, 4, 2.2239701747894287, 1.1119850873947144, 4.0, 2.2067089080810547, 1.0978238582611084
Language_79, 2.206367015838623, 1, 0, 6, 1, 4, 1.1065688133239746, 1.1065688133239746, 0, 1.0988187789916992, 1.0988187789916992
Language_80, 4.424518823623657, 2, 4, 12, 1, 4, 2.2231979370117188, 1.1115989685058594, 4.0, 2.198723077774048, 1.0985360145568848
Language_81, 4.410966873168945, 2, 4, 10, 1, 4, 2.214961051940918, 1.107480525970459, 4.0, 2.1935958862304688, 1.0980980396270752
Language_82, 2.210174083709717, 1, 0, 6, 1, 4, 1.1069011688232422, 1.1069011688232422, 0, 1.102301836013794, 1.102301836013794
Language_83, 2.203695774078369, 1, 0, 5, 1, 4, 1.1014180183410645, 1.1014180183410645, 0, 1.1014111042022705, 1.1014111042022705
Language_84, 4.411514043807983, 2, 4, 10, 2, 4, 2.217427968978882, 1.108713984489441, 4.0, 2.191354990005493, 1.091041088104248
Language_85, 4.428206205368042, 2, 4, 12, 1, 4, 2.2223267555236816, 1.1111633777618408, 4.0, 2.2031569480895996, 1.0990729331970215
Language_86, 4.423610210418701, 2, 4, 11, 1, 4, 2.219650983810425, 1.1098254919052124, 4.0, 2.201267957687378, 1.1020631790161133
Language_87, 4.410696029663086, 2, 4, 10, 1, 4, 2.212838888168335, 1.1064194440841675, 4.0, 2.1956067085266113, 1.0955698490142822
Language_88, 2.2080540657043457, 1, 0, 6, 1, 4, 1.105618953704834, 1.105618953704834, 0, 1.1014909744262695, 1.1014909744262695
Language_89, 4.421175956726074, 2, 3, 9, 2, 4, 2.2142531871795654, 1.1071265935897827, 3.0, 2.204350233078003, 1.106856107711792
Language_90, 4.404260873794556, 2, 6, 10, 1, 4, 2.2098331451416016, 1.1049165725708008, 6.0, 2.191962242126465, 1.102156162261963
