Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 2.207139015197754, 1, 0, 3, 1, 2, 1.1062238216400146, 1.1062238216400146, 0, 1.1003367900848389, 1.1003367900848389
Language_1, 2.209650754928589, 1, 0, 3, 1, 2, 1.1127221584320068, 1.1127221584320068, 0, 1.0962910652160645, 1.0962910652160645
Language_2, 2.1668200492858887, 1, 0, 2, 1, 2, 1.068230152130127, 1.068230152130127, 0, 1.098012924194336, 1.098012924194336
Language_3, 2.205652952194214, 1, 0, 2, 1, 2, 1.1044559478759766, 1.1044559478759766, 0, 1.100633144378662, 1.100633144378662
Language_4, 2.201509714126587, 1, 0, 3, 1, 2, 1.104792833328247, 1.104792833328247, 0, 1.0960912704467773, 1.0960912704467773
Language_5, 2.195557117462158, 1, 0, 3, 1, 2, 1.0996589660644531, 1.0996589660644531, 0, 1.095276117324829, 1.095276117324829
Language_6, 2.2099483013153076, 1, 0, 3, 1, 2, 1.108530044555664, 1.108530044555664, 0, 1.100783109664917, 1.100783109664917
Language_7, 2.193566083908081, 1, 0, 3, 1, 2, 1.0972988605499268, 1.0972988605499268, 0, 1.0956509113311768, 1.0956509113311768
Language_8, 2.2155020236968994, 1, 0, 3, 1, 2, 1.1015210151672363, 1.1015210151672363, 0, 1.1133670806884766, 1.1133670806884766
Language_9, 2.203535795211792, 1, 0, 3, 1, 2, 1.0995750427246094, 1.0995750427246094, 0, 1.1033248901367188, 1.1033248901367188
Language_10, 2.197388172149658, 1, 0, 3, 1, 2, 1.0922009944915771, 1.0922009944915771, 0, 1.1045448780059814, 1.1045448780059814
Language_11, 2.202099084854126, 1, 0, 3, 1, 2, 1.0995309352874756, 1.0995309352874756, 0, 1.1019361019134521, 1.1019361019134521
Language_12, 2.201115131378174, 1, 0, 3, 1, 2, 1.1005609035491943, 1.1005609035491943, 0, 1.0999398231506348, 1.0999398231506348
Language_13, 2.222371816635132, 1, 0, 3, 1, 2, 1.1092936992645264, 1.1092936992645264, 0, 1.112461805343628, 1.112461805343628
Language_14, 2.205091953277588, 1, 0, 3, 1, 2, 1.103816032409668, 1.103816032409668, 0, 1.1006419658660889, 1.1006419658660889
Language_15, 2.215287208557129, 1, 0, 2, 1, 2, 1.110421895980835, 1.110421895980835, 0, 1.1042640209197998, 1.1042640209197998
Language_16, 2.2028772830963135, 1, 0, 2, 1, 2, 1.097700834274292, 1.097700834274292, 0, 1.1045987606048584, 1.1045987606048584
Language_17, 2.197218656539917, 1, 0, 3, 1, 2, 1.0961089134216309, 1.0961089134216309, 0, 1.1004559993743896, 1.1004559993743896
Language_18, 2.206390142440796, 1, 0, 3, 1, 2, 1.1116259098052979, 1.1116259098052979, 0, 1.094132900238037, 1.094132900238037
Language_19, 2.2063801288604736, 1, 0, 3, 1, 2, 1.1065700054168701, 1.1065700054168701, 0, 1.0991811752319336, 1.0991811752319336
Language_20, 2.1863839626312256, 1, 0, 3, 1, 2, 1.0855717658996582, 1.0855717658996582, 0, 1.1001789569854736, 1.1001789569854736
Language_21, 2.204031229019165, 1, 0, 3, 1, 2, 1.1029648780822754, 1.1029648780822754, 0, 1.1004319190979004, 1.1004319190979004
Language_22, 2.1998560428619385, 1, 0, 3, 1, 2, 1.0998430252075195, 1.0998430252075195, 0, 1.0993850231170654, 1.0993850231170654
Language_23, 2.1947929859161377, 1, 0, 3, 1, 2, 1.0949480533599854, 1.0949480533599854, 0, 1.099203109741211, 1.099203109741211
Language_24, 2.202428102493286, 1, 0, 3, 1, 2, 1.094310998916626, 1.094310998916626, 0, 1.1074979305267334, 1.1074979305267334
Language_25, 2.2008419036865234, 1, 0, 3, 1, 2, 1.0991230010986328, 1.0991230010986328, 0, 1.101081132888794, 1.101081132888794
Language_26, 2.203401803970337, 1, 0, 3, 1, 2, 1.1021080017089844, 1.1021080017089844, 0, 1.1006710529327393, 1.1006710529327393
Language_27, 2.203054189682007, 1, 0, 3, 1, 2, 1.106123924255371, 1.106123924255371, 0, 1.0963027477264404, 1.0963027477264404
Language_28, 2.198748826980591, 1, 0, 3, 1, 2, 1.1031818389892578, 1.1031818389892578, 0, 1.0949501991271973, 1.0949501991271973
Language_29, 2.210340976715088, 1, 0, 3, 1, 2, 1.1019320487976074, 1.1019320487976074, 0, 1.1077680587768555, 1.1077680587768555
Language_30, 2.209407091140747, 1, 0, 3, 1, 2, 1.1020019054412842, 1.1020019054412842, 0, 1.1067731380462646, 1.1067731380462646
