Lang_name, Total_time, #Equiv. Queries, LongestCounterExampleLength, |P|, |S|, NoStates, Sat_Time, Time_perSAT, AvgCounter_Example_Length, Total_Equiv_Time, Last_Equiv_Time
Language_0, 10.402446985244751, 3, 4, 33, 2, 9, 6.957521915435791, 2.31917397181193, 4.0, 3.428938627243042, 1.2129857540130615
Language_1, 5.937535047531128, 2, 3, 17, 2, 9, 3.6837518215179443, 1.8418759107589722, 3.0, 2.247709035873413, 1.147679090499878
Language_2, 8.439609050750732, 3, 4, 28, 2, 9, 5.0464928150177, 1.6821642716725667, 4.0, 3.382204055786133, 1.1789979934692383
Language_3, 11.564204931259155, 4, 5, 34, 2, 9, 7.06554388999939, 1.7663859724998474, 4.0, 4.479849100112915, 1.1833078861236572
Language_4, 10.72514009475708, 4, 4, 34, 3, 9, 6.215116024017334, 1.5537790060043335, 3.3333333333333335, 4.486189842224121, 1.181441068649292
Language_5, 5.1520960330963135, 2, 4, 17, 2, 9, 2.9063470363616943, 1.4531735181808472, 4.0, 2.2396609783172607, 1.1474249362945557
Language_6, 5.4528138637542725, 2, 3, 18, 2, 9, 3.182410955429077, 1.5912054777145386, 3.0, 2.2649447917938232, 1.163330078125
Language_7, 8.52526593208313, 3, 4, 30, 2, 9, 5.140690088272095, 1.713563362757365, 4.0, 3.371904134750366, 1.1941890716552734
Language_8, 10.397058725357056, 3, 4, 34, 2, 9, 6.960632801055908, 2.3202109336853027, 4.0, 3.421680212020874, 1.2099261283874512
Language_9, 7.616610050201416, 3, 4, 27, 2, 9, 4.21844482421875, 1.4061482747395833, 3.5, 3.386244773864746, 1.1798479557037354
Language_10, 5.398029804229736, 2, 3, 20, 2, 9, 3.1152758598327637, 1.5576379299163818, 3.0, 2.275552988052368, 1.1752641201019287
Language_11, 5.105576992034912, 2, 2, 17, 3, 9, 2.8321404457092285, 1.4160702228546143, 2.0, 2.266284704208374, 1.165923833847046
Language_12, 7.99326491355896, 3, 4, 27, 2, 9, 4.592770099639893, 1.5309233665466309, 3.5, 3.3899059295654297, 1.1843390464782715
Language_13, 7.87462306022644, 3, 4, 20, 3, 9, 4.500377178192139, 1.5001257260640461, 3.0, 3.3627066612243652, 1.1542637348175049
Language_14, 5.238386869430542, 2, 4, 16, 1, 9, 2.979158878326416, 1.489579439163208, 4.0, 2.25518798828125, 1.1471381187438965
Language_15, 7.865722894668579, 3, 4, 21, 2, 9, 4.500125169754028, 1.5000417232513428, 4.0, 3.3570971488952637, 1.1535050868988037
Language_16, 8.146836996078491, 3, 4, 25, 3, 9, 4.780095338821411, 1.5933651129404705, 3.5, 3.3529481887817383, 1.1580209732055664
Language_17, 7.249377012252808, 3, 4, 18, 3, 9, 3.884232997894287, 1.294744332631429, 3.0, 3.355320930480957, 1.1423687934875488
Language_18, 8.045404195785522, 3, 3, 21, 2, 9, 4.717040538787842, 1.572346846262614, 3.0, 3.31976580619812, 1.1406269073486328
Language_19, 6.162103891372681, 2, 4, 24, 1, 9, 3.842935085296631, 1.9214675426483154, 4.0, 2.3130340576171875, 1.207409143447876
Language_20, 8.880857706069946, 3, 4, 29, 2, 9, 5.462759017944336, 1.820919672648112, 4.0, 3.4058241844177246, 1.2031991481781006
Language_21, 7.6195409297943115, 3, 5, 25, 2, 9, 4.241909980773926, 1.4139699935913086, 4.5, 3.3681559562683105, 1.1635360717773438
Language_22, 7.499752998352051, 3, 5, 21, 3, 9, 4.128037214279175, 1.3760124047597249, 3.5, 3.3604023456573486, 1.1535007953643799
Language_23, 7.247887849807739, 3, 4, 22, 2, 9, 3.8873374462127686, 1.2957791487375896, 4.0, 3.3510255813598633, 1.1458990573883057
Language_24, 5.641418933868408, 2, 4, 20, 1, 9, 3.352928876876831, 1.6764644384384155, 4.0, 2.2838919162750244, 1.1852400302886963
Language_25, 8.436573028564453, 2, 4, 21, 1, 9, 6.156570196151733, 3.0782850980758667, 4.0, 2.2748522758483887, 1.1739792823791504
Language_26, 7.684993028640747, 3, 4, 23, 3, 9, 4.312364816665649, 1.4374549388885498, 3.0, 3.3592171669006348, 1.162931203842163
Language_27, 5.385869026184082, 2, 4, 21, 1, 9, 3.1006410121917725, 1.5503205060958862, 4.0, 2.2801148891448975, 1.1785199642181396
Language_28, 9.234568119049072, 3, 4, 24, 2, 9, 5.83413290977478, 1.9447109699249268, 3.5, 3.3912482261657715, 1.164046049118042
Language_29, 5.560351848602295, 2, 5, 18, 1, 9, 3.288548231124878, 1.644274115562439, 5.0, 2.2670090198516846, 1.1654558181762695
Language_30, 7.9585280418396, 3, 4, 20, 3, 9, 4.597629070281982, 1.5325430234273274, 3.0, 3.3500115871429443, 1.145486831665039
Language_31, 5.395442962646484, 2, 4, 21, 1, 9, 3.124237060546875, 1.5621185302734375, 4.0, 2.266167163848877, 1.1769359111785889
Language_32, 4.910594701766968, 2, 3, 16, 2, 9, 2.647787094116211, 1.3238935470581055, 3.0, 2.2574610710144043, 1.1495590209960938
Language_33, 14.259471893310547, 6, 4, 29, 6, 9, 7.575667858123779, 1.2626113096872966, 3.0, 6.634572982788086, 1.1297409534454346
Language_34, 7.82263708114624, 2, 3, 23, 2, 9, 5.524373769760132, 2.762186884880066, 3.0, 2.2915842533111572, 1.1911730766296387
Language_35, 5.484173774719238, 2, 4, 23, 1, 9, 3.1748907566070557, 1.5874453783035278, 4.0, 2.3030920028686523, 1.2003190517425537
Language_36, 5.211075067520142, 2, 4, 19, 2, 9, 2.947728395462036, 1.473864197731018, 4.0, 2.256723165512085, 1.1569631099700928
Language_37, 5.1438679695129395, 2, 3, 17, 2, 9, 2.8852579593658447, 1.4426289796829224, 3.0, 2.2538931369781494, 1.1501290798187256
Language_38, 7.437796115875244, 3, 3, 14, 4, 9, 4.121690034866333, 1.3738966782887776, 3.0, 3.3047351837158203, 1.0993030071258545
Language_39, 9.13431692123413, 3, 6, 26, 2, 9, 5.748357057571411, 1.9161190191904705, 4.5, 3.374419927597046, 1.1783490180969238
Language_40, 6.027537822723389, 2, 4, 23, 2, 9, 3.7279269695281982, 1.8639634847640991, 4.0, 2.2929868698120117, 1.1957740783691406
Language_41, 8.30278992652893, 3, 4, 21, 3, 9, 4.933894157409668, 1.6446313858032227, 4.0, 3.3567821979522705, 1.1472082138061523
Language_42, 7.940378904342651, 3, 4, 23, 2, 9, 4.5722081661224365, 1.5240693887074788, 3.5, 3.3591864109039307, 1.1605792045593262
Language_43, 5.054218053817749, 2, 3, 15, 2, 9, 2.812098741531372, 1.406049370765686, 3.0, 2.2375102043151855, 1.133115291595459
Language_44, 8.507044792175293, 3, 5, 30, 2, 9, 5.113930940628052, 1.7046436468760173, 4.5, 3.377774953842163, 1.1964972019195557
Language_45, 5.210694074630737, 2, 4, 19, 2, 9, 2.9290192127227783, 1.4645096063613892, 4.0, 2.276240825653076, 1.171422004699707
Language_46, 5.975522041320801, 2, 4, 22, 1, 9, 3.670755624771118, 1.835377812385559, 4.0, 2.2994327545166016, 1.1993839740753174
Language_47, 5.101039171218872, 2, 3, 17, 2, 9, 2.8335752487182617, 1.4167876243591309, 3.0, 2.2618470191955566, 1.1566860675811768
Language_48, 5.497931003570557, 2, 4, 23, 1, 9, 3.188231945037842, 1.594115972518921, 4.0, 2.3041319847106934, 1.2009930610656738
Language_49, 5.994657039642334, 2, 3, 19, 2, 9, 3.7112679481506348, 1.8556339740753174, 3.0, 2.2782368659973145, 1.171203851699829
Language_50, 11.321022987365723, 4, 5, 30, 2, 9, 6.842388153076172, 1.710597038269043, 4.333333333333333, 4.461678743362427, 1.1738839149475098
Language_51, 6.684229135513306, 2, 4, 22, 1, 9, 4.3875203132629395, 2.1937601566314697, 4.0, 2.2911407947540283, 1.1891980171203613
Language_52, 8.434890985488892, 3, 5, 25, 2, 9, 5.055491209030151, 1.6851637363433838, 4.5, 3.369600772857666, 1.1735649108886719
Language_53, 5.879659175872803, 2, 4, 19, 2, 9, 3.6019229888916016, 1.8009614944458008, 4.0, 2.271113872528076, 1.1636548042297363
Language_54, 9.785269975662231, 3, 4, 30, 2, 9, 6.365399122238159, 2.1217997074127197, 4.0, 3.407829999923706, 1.1923000812530518
Language_55, 14.28181791305542, 6, 4, 30, 5, 9, 7.590972185134888, 1.2651620308558147, 3.6, 6.645720481872559, 1.1349081993103027
Language_56, 5.698949813842773, 2, 4, 21, 1, 9, 3.4211251735687256, 1.7105625867843628, 4.0, 2.27274227142334, 1.1791181564331055
Language_57, 4.902350664138794, 2, 3, 16, 3, 9, 2.648008108139038, 1.324004054069519, 3.0, 2.2471368312835693, 1.1474509239196777
Language_58, 8.517027854919434, 3, 5, 31, 2, 9, 5.098211050033569, 1.6994036833445232, 4.0, 3.4057705402374268, 1.197523832321167
Language_59, 14.942052125930786, 3, 5, 36, 2, 9, 11.501713991165161, 3.8339046637217202, 4.5, 3.425363063812256, 1.2191050052642822
Language_60, 9.811246871948242, 4, 5, 27, 3, 9, 5.307651996612549, 1.3269129991531372, 4.333333333333333, 4.487037658691406, 1.155442237854004
Language_61, 5.5015740394592285, 2, 3, 17, 2, 9, 3.246119260787964, 1.623059630393982, 3.0, 2.250389814376831, 1.1450848579406738
Language_62, 5.131778001785278, 2, 4, 16, 2, 9, 2.8749208450317383, 1.4374604225158691, 4.0, 2.251316785812378, 1.1515328884124756
Language_63, 9.548757076263428, 4, 4, 17, 4, 9, 5.116304159164429, 1.2790760397911072, 3.3333333333333335, 4.415740966796875, 1.0979249477386475
Language_64, 11.354821920394897, 4, 4, 33, 2, 9, 6.86277437210083, 1.7156935930252075, 3.6666666666666665, 4.474429368972778, 1.1748051643371582
Language_65, 8.975141286849976, 3, 4, 33, 2, 9, 5.533414125442505, 1.8444713751475017, 3.5, 3.425434112548828, 1.214629888534546
Language_66, 7.704347848892212, 3, 3, 25, 3, 9, 4.320640563964844, 1.4402135213216145, 3.0, 3.3704171180725098, 1.1682069301605225
Language_67, 8.418520212173462, 3, 5, 28, 3, 9, 5.017270803451538, 1.6724236011505127, 4.5, 3.384546995162964, 1.1829750537872314
Language_68, 5.171285152435303, 2, 4, 19, 2, 9, 2.894882917404175, 1.4474414587020874, 4.0, 2.27058482170105, 1.1699528694152832
